Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
25/09/17,8:38:34,30.49,7.87,-57.7,46.6,189,208,5291,94,8.73E-02,0,14.588,86.6,6.44,12.8,1.1,248.2,0.21,-69.5,,,,,,,16.99156,81.77211
25/09/17,8:38:35,30.49,7.87,-57.9,46.5,188,208,5319,94,8.72E-02,0,14.589,86.4,6.42,13.1,1.1,248.1,0.21,-69.6,,,,,,,16.99156,81.77211
25/09/17,8:38:36,30.49,7.87,-57.6,47.1,188,208,5319,94,0.09,0,14.588,86.2,6.41,13.4,1.1,248,0.21,-69.7,,,,,,,16.99156,81.77211
25/09/17,8:38:37,30.49,7.86,-57.4,47.3,188,208,5319,94,8.72E-02,0,14.587,86,6.39,13.3,1.1,248,0.21,-69.8,,,,,,,16.99156,81.77211
25/09/17,8:38:38,30.48,7.87,-57.4,47.2,188,208,5319,94,8.72E-02,0,14.59,85.9,6.39,13.1,1.1,248.2,0.21,-69.9,,,,,,,16.99156,81.77211
25/09/17,8:38:39,30.48,7.86,-57.3,47.1,188,208,5319,94,8.72E-02,0,14.589,86.1,6.4,13,1.1,248,0.21,-69.9,,,,,,,16.99156,81.77211
25/09/17,8:38:40,30.48,7.87,-57.7,46.9,188,208,5319,94,8.72E-02,0,14.589,86.3,6.42,13.1,1.1,248.3,0.21,-69.9,,,,,,,16.99156,81.77211
25/09/17,8:38:41,30.47,7.87,-57.7,47.1,188,208,5319,94,8.71E-02,0,14.591,86.4,6.42,12.9,1.1,248.2,0.21,-70,,,,,,,16.99156,81.77211
25/09/17,8:38:42,30.47,7.87,-57.6,47.3,188,208,5319,94,8.71E-02,0,14.59,86.2,6.41,12.8,1.1,248.3,0.21,-70.2,,,,,,,16.99156,81.77211
25/09/17,8:38:43,30.47,7.87,-57.5,47.6,188,208,5319,94,8.71E-02,0,14.588,85.9,6.39,13.1,1.1,248.1,0.2,-70.3,,,,,,,16.99156,81.77211
25/09/17,8:38:44,30.47,7.87,-57.6,47.3,188,208,5319,94,8.71E-02,0,14.59,85.7,6.37,13.5,1.1,248.2,0.2,-70.3,,,,,,,16.99156,81.77211
