Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
24/12/18,6:59:20,25.3,7.95,-65.3,206.1,199,201,5025,100,9.34E-02,0,14.747,96.2,7.93,8.8,,,,,,,,,,,16.99567,81.76939
24/12/18,6:59:30,25.31,8.02,-68.9,202.4,201,202,4975,100,9.41E-02,0,14.748,95.6,7.88,9.1,,,,,,,,,,,16.99567,81.76939
24/12/18,6:59:40,25.31,8.05,-70.7,200.3,200,202,5000,100,9.38E-02,0,14.747,95.1,7.84,9,,,,,,,,,,,16.99568,81.76939
24/12/18,6:59:50,25.31,7.93,-64.2,206.7,203,204,4926,101,9.51E-02,0,14.752,96.1,7.92,8.8,,,,,,,,,,,16.99568,81.76939
24/12/18,7:00:00,25.3,7.92,-63.8,207.8,184,185,5435,92,8.60E-02,0,14.751,97.1,8,10,,,,,,,,,,,16.99568,81.76939
24/12/18,7:00:10,25.31,7.95,-65.4,206.1,198,199,5051,99,9.28E-02,0,14.75,98.3,8.1,8.8,,,,,,,,,,,16.99568,81.76939
24/12/18,7:00:20,25.29,8.01,-68.6,204.1,181,182,5525,90,8.45E-02,0,14.749,99.5,8.21,8.1,,,,,,,,,,,16.99606,81.76909
24/12/18,7:00:30,25.29,8.02,-69,203.9,177,178,5650,89,8.27E-02,0,14.749,99.7,8.22,8.2,,,,,,,,,,,16.99624,81.76898
24/12/18,7:00:40,25.29,8.04,-70,203.6,183,184,5464,91,8.55E-02,0,14.751,100.7,8.3,8,,,,,,,,,,,16.9964,81.7689
24/12/18,7:00:50,25.29,8.06,-71,203.3,176,177,5682,88,8.23E-02,0,14.751,101.6,8.38,8.1,,,,,,,,,,,16.99657,81.76881
24/12/18,7:01:00,25.3,8.06,-71.3,202.1,179,180,5587,90,8.38E-02,0,14.75,102.1,8.41,8.2,,,,,,,,,,,16.99676,81.76872
24/12/18,7:01:10,25.29,8.1,-73.3,201.8,179,180,5587,90,8.38E-02,0,14.751,103.3,8.51,7.9,,,,,,,,,,,16.9969,81.76867
24/12/18,7:01:20,25.3,8.11,-73.9,201.5,183,184,5464,91,8.54E-02,0,14.752,104.1,8.58,7.7,,,,,,,,,,,16.99706,81.76858
24/12/18,7:01:30,25.31,8.16,-76.6,200.6,188,189,5319,94,8.80E-02,0,14.749,105.2,8.67,7.3,,,,,,,,,,,16.99714,81.76853
24/12/18,7:01:40,25.3,8.17,-77.1,200.3,183,184,5464,91,8.55E-02,0,14.749,105.5,8.69,7.2,,,,,,,,,,,16.99727,81.76847
24/12/18,7:01:50,25.31,8.15,-76,200.4,180,181,5556,90,8.40E-02,0,14.748,105,8.65,7.6,,,,,,,,,,,16.99746,81.76843
24/12/18,7:02:00,25.31,8.13,-75.3,198.3,183,184,5464,92,8.57E-02,0,14.749,104.8,8.64,7.8,,,,,,,,,,,16.99763,81.76836
24/12/18,7:02:10,25.31,8.16,-76.6,196.9,184,185,5435,92,8.58E-02,0,14.751,106,8.74,7.6,,,,,,,,,,,16.99782,81.76831
24/12/18,7:02:20,25.31,8.18,-78,195.8,185,186,5405,93,8.66E-02,0,14.75,106.3,8.76,7.7,,,,,,,,,,,16.99798,81.76821
24/12/18,7:02:30,25.3,8.21,-79.7,196.2,187,189,5348,94,8.77E-02,0,14.751,107.6,8.87,6.9,,,,,,,,,,,16.99813,81.76815
24/12/18,7:02:40,25.31,8.23,-80.6,196.3,184,185,5435,92,8.60E-02,0,14.751,107.7,8.88,7.2,,,,,,,,,,,16.9983,81.76805
