Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a (mg per m3),CDOM (ppb),Tryptophan (ppb),GPS Lat.,GPS Long.
06/12/18,11:38:23,18.66,7.93,-54.8,-245.5,1629,1433,614,815,0.83,0,14.379,9.5,0.87,122,,,,,550.4,1975.6,193.56,,,,28.67156,77.23531
06/12/18,11:38:33,18.63,7.93,-54.8,-245.5,1614,1418,620,807,0.82,0,14.382,9.6,0.87,128,,,,,560,1947.2,194.96,,,,28.67172,77.23531
06/12/18,11:38:43,18.62,7.93,-54.9,-245.6,1597,1404,626,799,0.81,0,14.379,9.6,0.87,124,,,,,542.8,1892,186.92,,,,28.67186,77.23528
06/12/18,11:38:53,18.59,7.93,-55,-245.6,1593,1399,628,797,0.81,0,14.381,9.6,0.87,127,,,,,553.2,1852,184.08,,,,28.67202,77.23524
06/12/18,11:39:03,18.57,7.93,-55.1,-245.6,1568,1377,638,784,0.79,0,14.38,9.6,0.87,122,,,,,544.8,1783.6,173.56,,,,28.67215,77.23524
06/12/18,11:39:13,18.58,7.93,-55,-245.4,1571,1379,637,786,0.8,0,14.38,9.6,0.88,124,,,,,530.8,1702.4,173.16,,,,28.6723,77.23524
06/12/18,11:39:23,18.56,7.93,-55.1,-245.3,1562,1371,640,781,0.79,0,14.379,9.7,0.88,125,,,,,532,1571.2,155.68,,,,28.67247,77.2352
06/12/18,11:39:33,18.57,7.93,-55,-245.2,1574,1382,635,787,0.8,0,14.38,9.7,0.88,126,,,,,522.4,1531.2,150.32,,,,28.67262,77.2352
06/12/18,11:39:43,18.6,7.93,-55,-245,1583,1390,632,791,0.8,0,14.379,9.7,0.88,128,,,,,520.8,1408.8,140.44,,,,28.67278,77.23518
06/12/18,11:39:53,18.62,7.93,-55,-245,1589,1397,629,795,0.81,0,14.379,9.7,0.88,124,,,,,537.6,1356,132.8,,,,28.67278,77.23518
06/12/18,11:40:03,18.64,7.93,-55.1,-245.1,1599,1406,625,799,0.81,0,14.376,9.7,0.88,123,,,,,516,1364.4,137.44,,,,28.67278,77.23518
06/12/18,11:40:13,18.66,7.93,-55,-245.1,1608,1414,622,804,0.81,0,14.377,9.7,0.88,139,,,,,517.2,1350.8,134.48,,,,28.67278,77.23518
06/12/18,11:40:23,18.67,7.93,-55,-245.1,1623,1428,616,812,0.82,0,14.379,9.7,0.88,128,,,,,521.2,1372.4,130.76,,,,28.67278,77.23518
06/12/18,11:40:33,18.66,7.93,-55,-245.1,1642,1444,609,821,0.83,0,14.377,9.7,0.88,133,,,,,516,1359.2,131.56,,,,28.67347,77.23516
06/12/18,11:40:43,18.63,7.93,-55,-245.3,1649,1449,606,824,0.84,0,14.377,9.7,0.88,129,,,,,520.8,1376.8,136.48,,,,28.6737,77.23516
06/12/18,11:40:53,18.62,7.93,-55.1,-245.4,1658,1457,603,829,0.84,0,14.378,9.7,0.88,127,,,,,554,1337.2,130.68,,,,28.67385,77.23518
06/12/18,11:41:03,18.61,7.93,-55.1,-245.5,1660,1458,602,830,0.84,0,14.374,9.7,0.88,130,,,,,524.8,1337.6,142,,,,28.67399,77.23518
06/12/18,11:41:13,18.6,7.93,-55.2,-245.6,1659,1457,603,829,0.84,0,14.377,9.7,0.88,137,,,,,515.6,1386.8,144.68,,,,28.67415,77.23518
06/12/18,11:41:23,18.59,7.94,-55.2,-245.6,1658,1456,603,829,0.84,0,14.377,9.7,0.89,134,,,,,537.2,1384,137.72,,,,28.6743,77.23516
06/12/18,11:41:33,18.59,7.94,-55.2,-245.6,1658,1456,603,829,0.84,0,14.373,9.7,0.88,141,,,,,529.6,1408.4,134.8,,,,28.67445,77.2351
06/12/18,11:41:43,18.6,7.94,-55.2,-245.6,1658,1457,603,829,0.84,0,14.376,9.7,0.89,152,,,,,525.6,1414,148.84,,,,28.67462,77.23504
06/12/18,11:41:53,18.6,7.94,-55.2,-245.7,1658,1457,603,829,0.84,0,14.375,9.7,0.89,134,,,,,532.8,1468.8,147.56,,,,28.67478,77.235
06/12/18,11:42:03,18.6,7.94,-55.2,-245.7,1657,1456,604,829,0.84,0,14.377,9.8,0.89,134,,,,,534.8,1500.4,148.64,,,,28.67493,77.23494
06/12/18,11:42:13,18.6,7.94,-55.2,-245.7,1658,1456,603,829,0.84,0,14.375,9.8,0.89,137,,,,,512.4,1575.2,153.64,,,,28.67509,77.23487
06/12/18,11:42:23,18.61,7.94,-55.2,-245.8,1658,1457,603,829,0.84,0,14.375,9.8,0.89,138,,,,,522.8,1528.8,151.2,,,,28.67524,77.23478
06/12/18,11:42:33,18.61,7.94,-55.3,-245.8,1657,1456,604,829,0.84,0,14.379,9.8,0.89,138,,,,,516.8,1551.2,154,,,,28.67538,77.23472
06/12/18,11:42:43,18.62,7.94,-55.3,-245.8,1656,1455,604,828,0.84,0,14.38,9.8,0.89,134,,,,,530.8,1488.4,147.6,,,,28.67554,77.23466
06/12/18,11:42:53,18.61,7.94,-55.3,-245.9,1655,1454,604,828,0.84,0,14.375,9.8,0.89,138,,,,,517.2,1444.4,140.52,,,,28.67567,77.23458
06/12/18,11:43:03,18.61,7.94,-55.4,-245.9,1653,1452,605,827,0.84,0,14.376,9.8,0.89,143,,,,,514.4,1471.2,142.8,,,,28.67579,77.23453
06/12/18,11:43:13,18.62,7.94,-55.4,-245.9,1654,1453,605,827,0.84,0,14.377,9.8,0.89,141,,,,,533.6,1458.4,143.04,,,,28.67579,77.23453
06/12/18,11:43:23,18.62,7.94,-55.6,-246.1,1654,1453,605,827,0.84,0,14.374,9.8,0.89,130,,,,,529.2,1469.2,152.04,,,,28.67579,77.23453
06/12/18,11:43:33,18.63,7.95,-55.8,-246.3,1654,1454,605,827,0.84,0,14.379,9.9,0.9,128,,,,,533.6,1420.4,137.48,,,,28.67621,77.23432
06/12/18,11:43:43,18.62,7.96,-56.2,-246.6,1653,1453,605,827,0.84,0,14.377,9.8,0.89,126,,,,,528,1401.6,148.12,,,,28.67628,77.23424
06/12/18,11:43:53,18.62,7.96,-56.5,-247,1652,1452,605,826,0.84,0,14.377,9.9,0.9,122,,,,,538.4,1386,141.2,,,,28.6763,77.23428
06/12/18,11:44:03,18.61,7.97,-56.7,-247.1,1650,1450,606,825,0.84,0,14.377,9.9,0.9,121,,,,,556.8,1358.4,132.44,,,,28.67629,77.23432
06/12/18,11:44:13,18.61,7.96,-56.6,-247,1650,1450,606,825,0.84,0,14.376,9.9,0.9,122,,,,,541.6,1378.8,142.04,,,,28.67623,77.23438
06/12/18,11:44:23,18.61,7.97,-56.7,-247.1,1651,1450,606,825,0.84,0,14.378,10,0.91,119,,,,,539.6,1324.8,138.8,,,,28.67617,77.23439
06/12/18,11:44:33,18.62,7.97,-56.7,-247.1,1653,1453,605,827,0.84,0,14.379,10,0.91,127,,,,,528.8,1334.8,136.12,,,,28.67614,77.23432
06/12/18,11:44:43,18.64,7.96,-56.5,-247,1654,1454,605,827,0.84,0,14.378,10,0.91,129,,,,,538.8,1337.6,133.56,,,,28.67621,77.23427
06/12/18,11:44:53,18.64,7.96,-56.4,-246.9,1655,1455,604,827,0.84,0,14.379,9.9,0.9,130,,,,,538.4,1350.8,136.8,,,,28.67632,77.23424
06/12/18,11:45:03,18.64,7.96,-56.4,-246.9,1653,1453,605,826,0.84,0,14.378,10,0.9,130,,,,,530.4,1331.6,129.92,,,,28.67644,77.2342
06/12/18,11:45:13,18.63,7.96,-56.4,-247,1651,1451,606,825,0.84,0,14.378,10,0.9,133,,,,,541.2,1334,128.68,,,,28.67657,77.23418
06/12/18,11:45:23,18.63,7.96,-56.5,-247,1649,1449,606,825,0.84,0,14.376,9.9,0.9,131,,,,,540,1352.4,133.76,,,,28.67668,77.23414
06/12/18,11:45:33,18.62,7.96,-56.5,-247,1647,1448,607,824,0.84,0,14.377,10,0.91,136,,,,,545.6,1356,140.16,,,,28.67676,77.23411
06/12/18,11:45:43,18.62,7.96,-56.5,-246.9,1647,1448,607,824,0.84,0,14.375,10,0.91,134,,,,,534,1354,140.96,,,,28.67686,77.23409
06/12/18,11:45:53,18.61,7.96,-56.6,-246.9,1646,1446,608,823,0.84,0,14.378,10,0.91,137,,,,,520.8,1422.4,146.4,,,,28.67697,77.23405
06/12/18,11:46:03,18.61,7.96,-56.6,-246.8,1646,1446,608,823,0.84,0,14.377,10,0.91,138,,,,,526.8,1465.2,150.52,,,,28.6771,77.234
06/12/18,11:46:13,18.62,7.96,-56.6,-246.7,1645,1445,608,822,0.83,0,14.376,10,0.91,138,,,,,507.6,1496,152.32,,,,28.67722,77.23393
06/12/18,11:46:23,18.62,7.96,-56.6,-246.7,1646,1446,608,823,0.84,0,14.376,10,0.91,137,,,,,522.4,1515.2,147.44,,,,28.67732,77.23387
06/12/18,11:46:33,18.62,7.96,-56.6,-246.6,1647,1447,607,823,0.84,0,14.376,10,0.91,138,,,,,518.4,1464,150.28,,,,28.6774,77.23384
06/12/18,11:46:43,18.62,7.96,-56.6,-246.6,1647,1447,607,823,0.84,0,14.374,10.1,0.91,138,,,,,518.8,1406,138.6,,,,28.6774,77.23384
06/12/18,11:46:53,18.62,7.97,-56.7,-246.6,1647,1447,607,823,0.84,0,14.375,10.1,0.92,139,,,,,531.6,1407.6,143.72,,,,28.67771,77.23364
06/12/18,11:47:03,18.62,7.97,-56.7,-246.6,1646,1446,608,823,0.84,0,14.376,10.1,0.92,138,,,,,548,1410,147.44,,,,28.67782,77.23361
06/12/18,11:47:13,18.61,7.97,-56.8,-246.5,1645,1445,608,822,0.83,0,14.376,10.1,0.92,138,,,,,534,1385.2,140.12,,,,28.67795,77.23356
06/12/18,11:47:23,18.61,7.97,-56.8,-246.5,1643,1444,609,821,0.83,0,14.375,10.1,0.92,139,,,,,528.8,1395.6,137.68,,,,28.67806,77.23348
06/12/18,11:47:33,18.61,7.97,-56.9,-246.5,1642,1443,609,821,0.83,0,14.373,10.1,0.92,133,,,,,529.6,1374.4,135.68,,,,28.67813,77.23344
06/12/18,11:47:43,18.61,7.97,-57.1,-246.7,1643,1444,609,821,0.83,0,14.374,10.2,0.92,128,,,,,529.6,1366,137.84,,,,28.67814,77.23345
06/12/18,11:47:53,18.61,7.98,-57.3,-246.8,1644,1444,608,822,0.83,0,14.375,10.2,0.93,129,,,,,538.4,1367.6,136.16,,,,28.67815,77.23344
06/12/18,11:48:03,18.62,7.98,-57.4,-246.9,1643,1444,609,822,0.83,0,14.376,10.2,0.93,127,,,,,535.2,1379.6,137.6,,,,28.67814,77.23345
06/12/18,11:48:13,18.62,7.98,-57.3,-246.7,1643,1443,609,821,0.83,0,14.375,10.2,0.93,130,,,,,545.6,1404.4,138.88,,,,28.67814,77.23348
06/12/18,11:48:23,18.62,7.97,-57.1,-246.5,1643,1444,609,822,0.83,0,14.374,10.2,0.93,133,,,,,536,1397.6,143.44,,,,28.67817,77.23346
06/12/18,11:48:33,18.62,7.97,-57,-246.3,1643,1444,609,822,0.83,0,14.373,10.3,0.93,134,,,,,540.4,1392.8,139.2,,,,28.67819,77.23342
06/12/18,11:48:43,18.62,7.97,-57,-246.2,1643,1444,609,822,0.83,0,14.374,10.2,0.93,133,,,,,562.8,1383.6,137.12,,,,28.67826,77.23336
06/12/18,11:48:53,18.62,7.97,-56.9,-246.2,1642,1443,609,821,0.83,0,14.376,10.3,0.93,133,,,,,552.8,1388,137.56,,,,28.67833,77.23338
06/12/18,11:49:03,18.62,7.97,-56.8,-246,1641,1442,609,821,0.83,0,14.375,10.3,0.94,132,,,,,558.4,1383.6,137.2,,,,28.6784,77.23333
06/12/18,11:49:13,18.62,7.97,-56.9,-246,1641,1442,609,821,0.83,0,14.377,10.3,0.94,135,,,,,564.4,1419.6,132.16,,,,28.67848,77.23327
06/12/18,11:49:23,18.62,7.97,-56.9,-246,1642,1443,609,821,0.83,0,14.376,10.3,0.94,136,,,,,551.2,1424.4,137.92,,,,28.67855,77.23318
06/12/18,11:49:33,18.62,7.97,-56.9,-246,1642,1443,609,821,0.83,0,14.375,10.3,0.94,137,,,,,549.2,1449.6,148.24,,,,28.67866,77.23306
06/12/18,11:49:43,18.62,7.97,-56.9,-246,1643,1443,609,821,0.83,0,14.378,10.3,0.94,138,,,,,552.8,1445.6,151.68,,,,28.67874,77.23298
06/12/18,11:49:53,18.62,7.97,-56.9,-246,1642,1443,609,821,0.83,0,14.375,10.3,0.94,139,,,,,588.8,1477.2,139.76,,,,28.67874,77.23298
06/12/18,11:50:03,18.61,7.97,-57,-246,1642,1443,609,821,0.83,0,14.376,10.3,0.94,138,,,,,552,1543.2,153.52,,,,28.67874,77.23298
06/12/18,11:50:13,18.61,7.97,-57,-246.1,1641,1442,609,821,0.83,0,14.375,10.4,0.94,139,,,,,547.2,1550,148.92,,,,28.67874,77.23298
06/12/18,11:50:23,18.61,7.97,-57.1,-246.1,1640,1441,610,820,0.83,0,14.377,10.4,0.94,140,,,,,558.4,1533.6,149.64,,,,28.67874,77.23298
06/12/18,11:50:33,18.6,7.97,-57.1,-246.1,1639,1440,610,819,0.83,0,14.379,10.4,0.94,141,,,,,552,1564.8,149.44,,,,28.67874,77.23298
06/12/18,11:50:43,18.6,7.98,-57.2,-246,1637,1438,611,819,0.83,0,14.375,10.4,0.95,142,,,,,552.4,1581.2,151.44,,,,28.67874,77.23298
06/12/18,11:50:53,18.6,7.97,-57.1,-245.9,1637,1438,611,819,0.83,0,14.377,10.4,0.95,143,,,,,563.2,1578.8,156.08,,,,28.67937,77.23232
06/12/18,11:51:03,18.59,7.98,-57.2,-246,1637,1438,611,818,0.83,0,14.379,10.4,0.95,142,,,,,545.2,1578,154.04,,,,28.67946,77.23224
06/12/18,11:51:13,18.6,7.98,-57.3,-246,1639,1440,610,820,0.83,0,14.378,10.4,0.95,143,,,,,557.6,1590,158.08,,,,28.67955,77.23215
06/12/18,11:51:23,18.6,7.98,-57.3,-246.2,1642,1442,609,821,0.83,0,14.376,10.5,0.95,139,,,,,556,1614.8,161.44,,,,28.67964,77.23204
06/12/18,11:51:33,18.6,7.98,-57.4,-246.3,1644,1445,608,822,0.83,0,14.376,10.4,0.95,138,,,,,565.2,1578.8,153.32,,,,28.67975,77.23195
06/12/18,11:51:43,18.61,7.98,-57.4,-246.4,1646,1446,608,823,0.84,0,14.376,10.4,0.95,137,,,,,551.2,1602.8,160.64,,,,28.67986,77.2319
06/12/18,11:51:53,18.61,7.98,-57.4,-246.6,1647,1447,607,824,0.84,0,14.376,10.4,0.95,132,,,,,543.6,1564,162.56,,,,28.67997,77.23182
06/12/18,11:52:03,18.61,7.98,-57.4,-246.7,1648,1448,607,824,0.84,0,14.373,10.4,0.94,132,,,,,538,1606,172.2,,,,28.68008,77.23178
06/12/18,11:52:13,18.61,7.98,-57.5,-247,1648,1448,607,824,0.84,0,14.371,10.4,0.95,133,,,,,534.8,1642.4,178.52,,,,28.6802,77.2317
06/12/18,11:52:23,18.61,7.98,-57.5,-247.1,1645,1445,608,823,0.83,0,14.373,10.4,0.94,133,,,,,530.8,1647.2,172.12,,,,28.68032,77.23164
06/12/18,11:52:33,18.61,7.98,-57.6,-247.3,1642,1443,609,821,0.83,0,14.376,10.4,0.94,130,,,,,549.6,1598.8,164.12,,,,28.68045,77.2316
06/12/18,11:52:43,18.62,7.98,-57.6,-247.4,1639,1441,610,820,0.83,0,14.375,10.4,0.94,129,,,,,538.4,1690,176.16,,,,28.68058,77.2316
06/12/18,11:52:53,18.62,7.98,-57.6,-247.5,1636,1438,611,818,0.83,0,14.375,10.4,0.95,130,,,,,562.4,1635.6,172.4,,,,28.6807,77.23156
06/12/18,11:53:03,18.61,7.99,-57.7,-247.6,1631,1433,613,816,0.83,0,14.376,10.4,0.95,130,,,,,551.2,1655.6,172.36,,,,28.68081,77.23153
06/12/18,11:53:13,18.6,7.99,-57.8,-247.6,1618,1421,618,809,0.82,0,14.375,10.5,0.95,132,,,,,552,1633.2,170.84,,,,28.68093,77.23147
06/12/18,11:53:23,18.58,7.99,-57.8,-247.5,1597,1402,626,798,0.81,0,14.376,10.5,0.96,140,,,,,545.2,1734.4,175.6,,,,28.68103,77.23138
06/12/18,11:53:33,18.57,7.99,-57.9,-247.2,1570,1378,637,785,0.8,0,14.375,10.5,0.96,127,,,,,558,1728.4,181.6,,,,28.68103,77.23138
06/12/18,11:53:43,18.54,7.99,-58.1,-246.9,1537,1348,651,768,0.78,0,14.376,10.6,0.97,124,,,,,548.4,1716,168.04,,,,28.68103,77.23138
