Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
11/10/18,9:04:26,26.72,7.11,-48.6,-112.2,1016,1049,984,508,0.5,0,14.34,17.7,1.38,84.4,,,,,,,,,,,28.66431,77.2395
11/10/18,9:04:36,26.72,7.11,-48.6,-112.2,1016,1049,984,508,0.5,0,14.34,17.7,1.38,84.4,,,,,,,,,,,28.66431,77.2395
11/10/18,9:04:46,26.59,7.09,-47.6,-112.2,914,941,1094,457,0.45,0,14.34,22.4,1.75,82.8,,,,,,,,,,,28.66439,77.23956
11/10/18,9:04:56,26.45,7.1,-48.2,-110.8,819,842,1221,409,0.4,0,14.341,26.8,2.09,83.3,,,,,,,,,,,28.66444,77.23956
11/10/18,9:05:06,26.41,7.1,-48.5,-109.2,806,827,1241,403,0.39,0,14.341,29.7,2.33,75.6,,,,,,,,,,,28.6645,77.2395
11/10/18,9:05:16,26.35,7.11,-48.7,-107,766,786,1305,383,0.37,0,14.34,34.7,2.72,72.3,,,,,,,,,,,28.66456,77.23944
11/10/18,9:05:26,26.36,7.11,-49,-105.1,763,782,1311,381,0.37,0,14.34,35.1,2.75,74,,,,,,,,,,,28.66461,77.23937
11/10/18,9:05:36,26.33,7.13,-49.5,-103.5,750,769,1333,375,0.36,0,14.341,38,2.99,75.5,,,,,,,,,,,28.66465,77.23934
11/10/18,9:05:46,26.33,7.13,-49.8,-101.8,741,760,1350,370,0.36,0,14.339,38.2,3,71,,,,,,,,,,,28.66468,77.2393
11/10/18,9:05:56,26.32,7.14,-50.2,-100.6,728,746,1374,364,0.35,0,14.34,39.2,3.08,66,,,,,,,,,,,28.66479,77.23918
11/10/18,9:06:06,26.29,7.15,-50.6,-99.2,724,742,1381,362,0.35,0,14.338,55,3,67.1,,,,,,,,,,,28.66484,77.2391
11/10/18,9:06:16,26.32,7.16,-51.4,-98.5,735,754,1361,368,0.36,0,14.337,45.1,3.54,60.3,,,,,,,,,,,28.66487,77.23908
11/10/18,9:06:26,26.32,7.18,-52.3,-98.4,728,746,1374,364,0.35,0,14.339,43.2,3.39,79.1,,,,,,,,,,,28.66489,77.23912
