Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a (mg per m3),CDOM (ppb),Tryptophan (ppb),GPS Lat.,GPS Long.
14/11/18,15:20:25,21.52,7.53,-51.3,-41.4,739,690,1353,369,0.36,0,14.305,50.8,4.35,71.7,,,,,,,,,,,28.67325,77.23565
14/11/18,15:20:35,21.53,7.53,-51.3,-41,737,689,1357,369,0.36,0,14.307,51,4.37,60.2,,,,,,,,,,,28.67234,77.23569
14/11/18,15:20:45,21.49,7.53,-51.1,-40.4,778,726,1285,389,0.38,0,14.306,49.3,4.22,72,,,,,,,,,,,28.67214,77.23565
14/11/18,15:20:55,21.5,7.53,-51,-40.1,788,735,1269,394,0.39,0,14.306,48.9,4.19,57.2,,,,,,,,,,,28.67198,77.23557
14/11/18,15:21:05,21.49,7.52,-50.8,-39.6,887,828,1127,443,0.44,0,14.305,42.8,3.67,72.6,,,,,,,,,,,28.67182,77.23551
14/11/18,15:21:15,21.5,7.52,-50.7,-39.8,908,847,1101,454,0.45,0,14.306,36.7,3.14,50.2,,,,,,,,,,,28.67167,77.23544
14/11/18,15:21:25,21.49,7.51,-50.4,-39.9,897,837,1115,448,0.44,0,14.306,36.7,3.14,79.9,,,,,,,,,,,28.67146,77.23539
14/11/18,15:21:35,21.49,7.51,-50.5,-40.3,828,773,1208,414,0.41,0,14.305,36.2,3.1,91.2,,,,,,,,,,,28.67123,77.23544
14/11/18,15:21:45,21.49,7.51,-50.2,-40.1,813,759,1230,406,0.4,0,14.305,40.5,3.47,86.6,,,,,,,,,,,28.67106,77.23552
14/11/18,15:21:55,21.49,7.51,-50.1,-40,803,750,1245,402,0.39,0,14.305,41.5,3.56,78.4,,,,,,,,,,,28.67086,77.23556
14/11/18,15:22:05,21.49,7.51,-50.1,-39.8,801,748,1248,401,0.39,0,14.303,41.7,3.58,78.8,,,,,,,,,,,28.67069,77.23562
14/11/18,15:22:15,21.49,7.51,-50,-39.6,800,747,1250,400,0.39,0,14.305,42.1,3.61,78,,,,,,,,,,,28.67049,77.23565
14/11/18,15:22:25,21.51,7.51,-50,-39.5,781,730,1280,391,0.38,0,14.304,43,3.68,72.4,,,,,,,,,,,28.67032,77.23569
14/11/18,15:22:35,21.52,7.51,-50.1,-39.4,775,724,1290,388,0.38,0,14.307,43.5,3.73,74.5,,,,,,,,,,,28.67019,77.23569
14/11/18,15:22:45,21.53,7.51,-50.1,-39.1,772,721,1295,386,0.38,0,14.306,43.7,3.74,72,,,,,,,,,,,28.67009,77.23569
14/11/18,15:22:55,21.53,7.51,-50.1,-38.9,774,723,1292,387,0.38,0,14.305,43.7,3.74,64,,,,,,,,,,,28.66999,77.23569
14/11/18,15:23:05,21.49,7.51,-50,-38.5,802,749,1247,401,0.39,0,14.305,42,3.6,70.4,,,,,,,,,,,28.66993,77.23569
14/11/18,15:23:15,21.51,7.51,-50.1,-38.5,791,739,1264,396,0.39,0,14.303,42,3.6,57.9,,,,,,,,,,,28.66983,77.23569
14/11/18,15:23:25,21.49,7.5,-50,-38.3,795,742,1258,397,0.39,0,14.305,40.8,3.49,69,,,,,,,,,,,28.6698,77.2357
14/11/18,15:23:35,21.5,7.5,-49.9,-38.1,798,745,1253,399,0.39,0,14.306,41.6,3.56,53.7,,,,,,,,,,,28.66975,77.23572
14/11/18,15:23:45,21.51,7.5,-49.9,-38,782,731,1279,391,0.38,0,14.307,41.8,3.58,65.7,,,,,,,,,,,28.66975,77.23572
14/11/18,15:23:55,21.52,7.5,-49.7,-37.6,778,727,1285,389,0.38,0,14.306,43,3.68,63.6,,,,,,,,,,,28.66975,77.23572
14/11/18,15:24:05,21.53,7.5,-49.6,-37.4,773,722,1294,386,0.38,0,14.304,43.3,3.71,56,,,,,,,,,,,28.66975,77.23572
14/11/18,15:24:15,21.53,7.49,-49.5,-37.1,789,737,1267,395,0.39,0,14.305,43.3,3.71,63,,,,,,,,,,,28.66916,77.23602
14/11/18,15:24:25,21.52,7.5,-49.6,-37,777,726,1287,388,0.38,0,14.307,41.3,3.54,67.7,,,,,,,,,,,28.66899,77.23613
14/11/18,15:24:35,21.52,7.49,-49.4,-36.8,793,740,1261,396,0.39,0,14.308,42.2,3.61,64.6,,,,,,,,,,,28.66882,77.23622
14/11/18,15:24:45,21.52,7.49,-49.2,-36.6,816,762,1225,408,0.4,0,14.309,40.5,3.47,59.7,,,,,,,,,,,28.66866,77.23631
14/11/18,15:24:55,21.52,7.49,-49.3,-36.6,820,766,1220,410,0.4,0,14.31,38.3,3.28,73.9,,,,,,,,,,,28.66847,77.23644
14/11/18,15:25:05,21.53,7.48,-49,-36.5,841,785,1189,420,0.41,0,14.309,39.6,3.39,77.1,,,,,,,,,,,28.6683,77.23652
14/11/18,15:25:15,21.53,7.48,-48.9,-36.6,845,790,1183,423,0.42,0,14.307,36.2,3.1,58.4,,,,,,,,,,,28.66809,77.23664
14/11/18,15:25:25,21.53,7.48,-48.7,-36.6,866,809,1155,433,0.43,0,14.307,35,3,84.1,,,,,,,,,,,28.66789,77.23676
14/11/18,15:25:35,21.53,7.48,-48.5,-36.7,864,807,1157,432,0.42,0,14.307,34,2.91,75.2,,,,,,,,,,,28.66771,77.23688
14/11/18,15:25:45,21.54,7.47,-48.4,-36.9,872,815,1147,436,0.43,0,14.306,31.9,2.73,70.8,,,,,,,,,,,28.66751,77.23702
14/11/18,15:25:55,21.54,7.47,-48.2,-37,885,827,1130,443,0.44,0,14.306,31.4,2.69,66.9,,,,,,,,,,,28.66734,77.23711
14/11/18,15:26:05,21.56,7.46,-48,-37.2,905,846,1105,453,0.45,0,14.305,29.2,2.5,47.1,,,,,,,,,,,28.66716,77.23723
14/11/18,15:26:15,21.56,7.46,-47.9,-37.5,910,850,1099,455,0.45,0,14.303,27.4,2.34,71.9,,,,,,,,,,,28.66702,77.23732
14/11/18,15:26:25,21.56,7.46,-47.7,-37.8,909,849,1100,454,0.45,0,14.302,26.6,2.28,69.6,,,,,,,,,,,28.66689,77.23744
14/11/18,15:26:35,21.56,7.46,-47.6,-38,902,843,1109,451,0.44,0,14.303,26.3,2.25,104,,,,,,,,,,,28.66674,77.23758
14/11/18,15:26:45,21.56,7.45,-47.4,-38.2,904,845,1106,452,0.45,0,14.305,25.7,2.2,71.4,,,,,,,,,,,28.66659,77.23772
14/11/18,15:26:55,21.56,7.45,-47.3,-38.4,905,846,1105,453,0.45,0,14.307,24.9,2.13,76.7,,,,,,,,,,,28.66643,77.23787
14/11/18,15:27:05,21.56,7.45,-47.1,-38.6,913,853,1095,456,0.45,0,14.305,23.9,2.04,80.7,,,,,,,,,,,28.66636,77.23794
14/11/18,15:27:15,21.56,7.44,-47,-38.9,906,847,1104,453,0.45,0,14.305,23.3,1.99,78,,,,,,,,,,,28.66625,77.23802
14/11/18,15:27:25,21.56,7.44,-46.9,-39,906,847,1104,453,0.45,0,14.305,23.2,1.99,73.6,,,,,,,,,,,28.66625,77.23802
14/11/18,15:27:35,21.56,7.44,-46.8,-39.2,917,857,1091,459,0.45,0,14.303,22.1,1.89,75.1,,,,,,,,,,,28.66625,77.23802
14/11/18,15:27:45,21.57,7.44,-46.6,-39.4,927,867,1079,464,0.46,0,14.303,20.8,1.78,71.7,,,,,,,,,,,28.66625,77.23802
14/11/18,15:27:55,21.57,7.43,-46.5,-39.7,932,871,1073,466,0.46,0,14.303,19.7,1.68,65.4,,,,,,,,,,,28.66555,77.23869
14/11/18,15:28:05,21.57,7.43,-46.4,-39.9,927,867,1079,463,0.46,0,14.304,19.3,1.65,62.3,,,,,,,,,,,28.6654,77.23885
14/11/18,15:28:15,21.57,7.43,-46.3,-40.2,915,855,1093,457,0.45,0,14.301,19.3,1.65,66.4,,,,,,,,,,,28.66526,77.23902
14/11/18,15:28:25,21.56,7.43,-46.3,-40.4,905,846,1105,453,0.45,0,14.301,19.8,1.69,60.9,,,,,,,,,,,28.66513,77.23918
14/11/18,15:28:35,21.56,7.43,-46.2,-40.6,891,833,1122,446,0.44,0,14.303,20.5,1.75,58.6,,,,,,,,,,,28.66501,77.23934
14/11/18,15:28:45,21.56,7.43,-46.2,-40.6,888,830,1126,444,0.44,0,14.304,20.9,1.79,63.6,,,,,,,,,,,28.66489,77.23948
14/11/18,15:28:55,21.56,7.43,-46.1,-40.7,885,827,1130,442,0.44,0,14.305,21,1.79,62.4,,,,,,,,,,,28.66478,77.23965
14/11/18,15:29:05,21.56,7.43,-46,-40.7,882,824,1134,441,0.43,0,14.305,21.3,1.82,61.6,,,,,,,,,,,28.66466,77.23981
14/11/18,15:29:15,21.56,7.42,-46,-40.7,888,830,1126,444,0.44,0,14.305,20.8,1.78,63.6,,,,,,,,,,,28.66451,77.23998
14/11/18,15:29:25,21.56,7.42,-45.9,-40.8,892,834,1121,446,0.44,0,14.303,19.9,1.7,60.9,,,,,,,,,,,28.6644,77.24013
14/11/18,15:29:35,21.57,7.42,-45.9,-40.9,894,836,1119,447,0.44,0,14.303,19.7,1.68,60.9,,,,,,,,,,,28.66428,77.24032
14/11/18,15:29:45,21.57,7.42,-45.8,-41,898,839,1114,449,0.44,0,14.304,19.1,1.63,56.7,,,,,,,,,,,28.66415,77.24048
14/11/18,15:29:55,21.57,7.42,-45.7,-41.1,894,836,1119,447,0.44,0,14.304,18.9,1.62,49.3,,,,,,,,,,,28.66405,77.24069
14/11/18,15:30:05,21.57,7.42,-45.6,-41.3,895,837,1117,448,0.44,0,14.303,18.4,1.58,51.2,,,,,,,,,,,28.66393,77.24086
14/11/18,15:30:15,21.58,7.42,-45.6,-41.4,910,851,1099,455,0.45,0,14.302,17.7,1.51,48.8,,,,,,,,,,,28.66382,77.24101
14/11/18,15:30:25,21.58,7.41,-45.5,-41.5,914,855,1094,457,0.45,0,14.301,16.5,1.41,44.5,,,,,,,,,,,28.6637,77.24118
14/11/18,15:30:35,21.58,7.41,-45.3,-41.8,928,868,1078,464,0.46,0,14.302,14.8,1.27,45,,,,,,,,,,,28.66358,77.24136
14/11/18,15:30:45,21.61,7.41,-45.1,-42.1,997,933,1003,499,0.49,0,14.302,13.3,1.14,52.3,,,,,,,,,,,28.6635,77.24148
14/11/18,15:30:55,21.64,7.4,-44.7,-42.9,1025,959,976,512,0.51,0,14.299,12.3,1.05,55.3,,,,,,,,,,,28.6635,77.24148
14/11/18,15:31:05,21.76,7.39,-44.5,-45.2,1120,1051,893,560,0.56,0,14.301,11.2,0.95,62.9,,,,,,,,,,,28.6635,77.24148
14/11/18,15:31:15,21.82,7.39,-44.4,-50.1,1135,1067,881,568,0.56,0,14.302,10.9,0.93,61.8,,,,,,,,,,,28.6635,77.24148
14/11/18,15:31:25,21.82,7.4,-44.6,-56,1140,1071,877,570,0.57,0,14.304,10.9,0.93,61.2,,,,,,,,,,,28.6635,77.24148
14/11/18,15:31:35,21.91,7.39,-44.4,-63.5,1163,1095,860,582,0.58,0,14.304,10.9,0.93,65.3,,,,,,,,,,,28.66316,77.24248
14/11/18,15:31:45,21.88,7.4,-44.7,-68.3,1154,1086,867,577,0.57,0,14.303,10.9,0.93,63.7,,,,,,,,,,,28.66311,77.24267
14/11/18,15:31:55,21.9,7.4,-44.6,-72.4,1166,1097,858,583,0.58,0,14.301,10.9,0.93,65.8,,,,,,,,,,,28.66307,77.24277
14/11/18,15:32:05,21.92,7.39,-44.5,-77.7,1176,1107,850,588,0.59,0,14.302,10.9,0.92,63.2,,,,,,,,,,,28.66303,77.24286
14/11/18,15:32:15,21.92,7.39,-44.5,-83.4,1171,1103,854,586,0.58,0,14.301,10.9,0.92,63.2,,,,,,,,,,,28.66298,77.24296
14/11/18,15:32:25,21.92,7.39,-44.4,-87.9,1171,1103,854,586,0.58,0,14.3,10.9,0.92,64.1,,,,,,,,,,,28.66293,77.24308
14/11/18,15:32:35,21.92,7.39,-44.3,-92.1,1167,1099,857,584,0.58,0,14.301,10.9,0.92,62.5,,,,,,,,,,,28.6629,77.24323
14/11/18,15:32:45,21.88,7.39,-44.4,-93.7,1163,1094,860,581,0.58,0,14.303,10.9,0.93,62.2,,,,,,,,,,,28.66289,77.2434
14/11/18,15:32:55,21.83,7.4,-44.6,-95.5,1094,1028,914,547,0.54,0,14.306,10.9,0.93,58.9,,,,,,,,,,,28.66301,77.24341
14/11/18,15:33:05,21.74,7.4,-44.7,-94.6,1064,998,940,532,0.53,0,14.303,10.9,0.93,59.2,,,,,,,,,,,28.66307,77.24336
14/11/18,15:33:15,21.7,7.4,-44.7,-93.8,1057,991,946,529,0.52,0,14.302,10.9,0.93,58.3,,,,,,,,,,,28.66311,77.24328
14/11/18,15:33:25,21.67,7.4,-45,-93.5,1007,944,993,504,0.5,0,14.304,10.9,0.93,56.6,,,,,,,,,,,28.66318,77.24312
14/11/18,15:33:35,21.66,7.41,-45.1,-92.9,915,857,1093,458,0.45,0,14.301,10.9,0.93,41,,,,,,,,,,,28.66321,77.24294
14/11/18,15:33:45,21.64,7.41,-45,-91.9,945,885,1058,473,0.47,0,14.303,10.9,0.93,47.6,,,,,,,,,,,28.66322,77.24275
14/11/18,15:33:55,21.79,7.39,-44.1,-91.5,1149,1079,870,575,0.57,0,14.303,10.9,0.93,66.7,,,,,,,,,,,28.66321,77.24258
14/11/18,15:34:05,21.89,7.39,-44.3,-93.8,1167,1098,857,583,0.58,0,14.3,10.9,0.93,64.8,,,,,,,,,,,28.66316,77.24248
14/11/18,15:34:15,21.94,7.39,-44.4,-98,1179,1111,848,589,0.59,0,14.301,10.9,0.92,61.5,,,,,,,,,,,28.66314,77.2424
14/11/18,15:34:25,21.94,7.4,-44.6,-102.1,1180,1112,847,590,0.59,0,14.301,10.9,0.92,61.4,,,,,,,,,,,28.66314,77.24236
14/11/18,15:34:35,21.95,7.39,-44.5,-106.7,1182,1113,846,591,0.59,0,14.301,10.9,0.92,64.6,,,,,,,,,,,28.66314,77.24234
14/11/18,15:34:45,21.95,7.39,-44.4,-109.6,1183,1115,845,592,0.59,0,14.303,10.9,0.92,64,,,,,,,,,,,28.66314,77.24234
14/11/18,15:34:55,21.94,7.39,-44.5,-112.4,1179,1111,848,590,0.59,0,14.303,10.9,0.92,63.6,,,,,,,,,,,28.66314,77.24234
14/11/18,15:35:05,21.92,7.4,-44.7,-113.9,1175,1106,851,587,0.58,0,14.303,10.9,0.93,67.1,,,,,,,,,,,28.66314,77.24234
14/11/18,15:35:15,21.93,7.4,-44.7,-115.2,1180,1111,847,590,0.59,0,14.303,10.9,0.92,62.8,,,,,,,,,,,28.66314,77.24234
14/11/18,15:35:25,21.94,7.4,-44.6,-116.9,1182,1114,846,591,0.59,0,14.303,10.9,0.92,64.7,,,,,,,,,,,28.66317,77.24208
14/11/18,15:35:35,21.95,7.39,-44.5,-119.6,1182,1114,846,591,0.59,0,14.303,10.9,0.92,63.4,,,,,,,,,,,28.66318,77.24206
14/11/18,15:35:45,21.79,7.4,-44.8,-119.9,1109,1041,902,554,0.55,0,14.305,10.9,0.93,61,,,,,,,,,,,28.66329,77.2419
14/11/18,15:35:55,21.71,7.41,-45.2,-118.8,1034,969,967,517,0.51,0,14.302,10.9,0.93,56.5,,,,,,,,,,,28.66338,77.24177
14/11/18,15:36:05,21.64,7.41,-45.3,-117.3,988,925,1012,494,0.49,0,14.305,10.9,0.93,56,,,,,,,,,,,28.66346,77.24162
14/11/18,15:36:15,21.6,7.41,-45.1,-115.3,948,886,1055,474,0.47,0,14.303,10.9,0.93,48.2,,,,,,,,,,,28.66353,77.24145
14/11/18,15:36:25,21.6,7.41,-45.1,-113.8,957,895,1045,478,0.47,0,14.302,10.9,0.93,46.3,,,,,,,,,,,28.66358,77.24129
14/11/18,15:36:35,21.61,7.41,-45.2,-112.5,985,922,1015,492,0.49,0,14.304,10.9,0.93,52.6,,,,,,,,,,,28.66364,77.24116
14/11/18,15:36:45,21.62,7.41,-45.1,-111.3,956,894,1046,478,0.47,0,14.304,10.9,0.93,45,,,,,,,,,,,28.6637,77.24101
14/11/18,15:36:55,21.63,7.4,-45,-110.2,999,935,1001,499,0.49,0,14.301,10.9,0.93,53.6,,,,,,,,,,,28.66377,77.24088
14/11/18,15:37:05,21.64,7.4,-44.9,-109.4,1018,953,982,509,0.5,0,14.3,10.9,0.93,60.2,,,,,,,,,,,28.66385,77.24074
14/11/18,15:37:15,21.63,7.4,-45,-108.7,1002,938,998,501,0.5,0,14.301,10.9,0.93,55.9,,,,,,,,,,,28.66393,77.2406
14/11/18,15:37:25,21.64,7.4,-44.8,-107.9,1010,945,990,505,0.5,0,14.3,10.9,0.93,60.7,,,,,,,,,,,28.66401,77.24045
14/11/18,15:37:35,21.67,7.4,-44.7,-107.1,1060,993,943,530,0.53,0,14.298,10.9,0.93,67.5,,,,,,,,,,,28.66407,77.24029
14/11/18,15:37:45,21.73,7.4,-44.6,-107.2,1072,1005,933,536,0.53,0,14.299,10.9,0.93,63.5,,,,,,,,,,,28.66412,77.24013
14/11/18,15:37:55,21.76,7.4,-44.6,-107.2,1124,1055,890,562,0.56,0,14.301,10.9,0.93,74.8,,,,,,,,,,,28.66419,77.23996
14/11/18,15:38:05,21.78,7.4,-44.6,-107.5,1139,1070,878,570,0.57,0,14.301,10.9,0.93,71.4,,,,,,,,,,,28.66426,77.23978
14/11/18,15:38:15,21.79,7.4,-44.7,-107.9,1142,1073,876,571,0.57,0,14.301,10.9,0.93,77,,,,,,,,,,,28.66434,77.23963
14/11/18,15:38:25,21.81,7.4,-44.7,-108.3,1147,1077,872,573,0.57,0,14.302,10.9,0.93,73.2,,,,,,,,,,,28.66444,77.23948
14/11/18,15:38:35,21.81,7.4,-44.8,-108.8,1150,1081,870,575,0.57,0,14.304,10.9,0.93,76.5,,,,,,,,,,,28.66455,77.23935
14/11/18,15:38:45,21.8,7.4,-44.8,-109.2,1145,1076,873,573,0.57,0,14.302,10.9,0.93,77,,,,,,,,,,,28.66463,77.23922
14/11/18,15:38:55,21.81,7.4,-44.9,-109.7,1146,1076,873,573,0.57,0,14.302,10.9,0.93,72.6,,,,,,,,,,,28.66469,77.2391
