Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
3/8/19,11:26:25,30.77,,,,1136,1260,880,568,0.56,0.0,14.320,24.9,1.80,54.4,,,,,2709.2,2019.6,160.88,,,,28.66468,77.23872
3/8/19,11:26:35,30.78,,,,1145,1270,873,572,0.56,0.0,14.320,24.9,1.80,44.5,,,,,2709.2,2019.6,160.88,,,,28.6647,77.23871
3/8/19,11:26:45,30.78,,,,1144,1270,874,572,0.56,0.0,14.320,24.9,1.80,59.6,,,,,2796.8,1984.4,156.84,,,,28.66466,77.23872
3/8/19,11:26:55,30.77,,,,1140,1265,877,570,0.56,0.0,14.320,24.9,1.80,48.7,,,,,2857.6,1994,155.64,,,,28.66465,77.23872
3/8/19,11:27:05,30.79,,,,1141,1267,876,571,0.56,0.0,14.321,24.9,1.80,59.5,,,,,2881.2,2000,159.04,,,,28.66465,77.23872
3/8/19,11:27:15,30.79,,,,1143,1269,875,571,0.56,0.0,14.321,24.9,1.80,71.7,,,,,2800.4,2003.6,157.08,,,,28.66465,77.23875
3/8/19,11:27:25,30.78,,,,1086,1206,921,543,0.53,0.0,14.322,24.9,1.80,78.2,,,,,2778.8,2006,160,,,,28.66466,77.23872
3/8/19,11:27:35,30.79,,,,1152,1279,868,576,0.56,0.0,14.324,24.9,1.80,245,,,,,2726.8,2018,158.92,,,,28.66468,77.23875
3/8/19,11:27:45,30.78,,,,1151,1278,869,576,0.56,0.0,14.326,24.9,1.80,37.7,,,,,2796.8,2018.4,158.8,,,,28.66468,77.23875
3/8/19,11:27:55,30.78,,,,1145,1271,873,573,0.56,0.0,14.324,24.9,1.80,44.0,,,,,2448.8,1982.8,158.36,,,,28.66468,77.23877
3/8/19,11:28:05,30.77,,,,1114,1236,898,557,0.55,0.0,14.323,24.9,1.80,45.8,,,,,2500.8,1576.8,130.72,,,,28.66469,77.23882
3/8/19,11:28:15,30.77,,,,1086,1206,921,543,0.53,0.0,14.323,24.9,1.80,47.3,,,,,2998,1688.4,154.4,,,,28.66469,77.23887
3/8/19,11:28:25,30.78,,,,1084,1203,923,542,0.53,0.0,14.322,24.9,1.80,47.6,,,,,3162.4,1724.8,148.48,,,,28.66469,77.23889
3/8/19,11:28:35,30.78,,,,1083,1202,923,542,0.53,0.0,14.322,24.9,1.80,47.2,,,,,2994.4,1767.2,147.52,,,,28.66468,77.23891
3/8/19,11:28:45,30.78,,,,1086,1205,921,543,0.53,0.0,14.323,24.9,1.80,47.5,,,,,3109.6,1580.4,143.88,,,,28.66468,77.23894
3/8/19,11:28:55,30.78,,,,1085,1205,922,543,0.53,0.0,14.324,24.9,1.80,45.4,,,,,3139.6,1728,152.88,,,,28.66466,77.23896
3/8/19,11:29:05,30.78,,,,1086,1206,921,543,0.53,0.0,14.322,24.9,1.80,46.0,,,,,3050.4,1743.6,155.8,,,,28.66465,77.23898
3/8/19,11:29:15,30.77,,,,1088,1208,919,544,0.53,0.0,14.323,24.9,1.80,47.4,,,,,3272.4,1624.8,151.36,,,,28.66463,77.23902
3/8/19,11:29:25,30.77,,,,1088,1208,919,544,0.53,0.0,14.324,24.9,1.80,46.4,,,,,3222.8,1667.6,155.48,,,,28.66461,77.23904
3/8/19,11:29:35,30.77,,,,1088,1208,919,544,0.53,0.0,14.324,24.9,1.80,46.1,,,,,3168,1668.8,153.44,,,,28.66459,77.23906
3/8/19,11:29:45,30.77,,,,1087,1206,920,544,0.53,0.0,14.325,24.9,1.80,46.9,,,,,3195.6,1649.2,146.56,,,,28.66458,77.23908
