Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a (mg per m3),CDOM (ppb),Tryptophan (ppb),GPS Lat.,GPS Long.
11/12/18,13:19:28,17.54,7.54,-35.5,-214.5,1403,1205,713,702,0.71,0,14.393,11.8,1.1,43.2,,,,,553.6,3103.6,370.8,,,,28.6246,77.25356
11/12/18,13:19:38,17.53,7.54,-35.8,-215.3,1404,1205,712,702,0.71,0,14.395,11.8,1.1,42.9,,,,,572.4,3086,375.2,,,,28.62443,77.25356
11/12/18,13:19:48,17.54,7.54,-35.8,-215.7,1405,1206,712,703,0.71,0,14.393,11.8,1.09,42.4,,,,,556.8,3087.2,369.2,,,,28.62421,77.25357
11/12/18,13:19:58,17.56,7.54,-35.7,-216.1,1407,1209,711,704,0.71,0,14.393,11.7,1.09,42,,,,,555.2,3095.2,378.4,,,,28.62403,77.25357
11/12/18,13:20:08,17.59,7.54,-35.4,-216.3,1408,1210,710,704,0.71,0,14.394,11.7,1.09,42.1,,,,,559.6,3066.4,379.6,,,,28.62382,77.25358
11/12/18,13:20:18,17.58,7.54,-35.8,-217.2,1410,1211,709,705,0.71,0,14.394,11.7,1.09,42.1,,,,,563.6,3040.4,373.2,,,,28.62363,77.2536
11/12/18,13:20:28,17.63,7.54,-35.7,-217.6,1415,1217,707,707,0.71,0,14.397,11.7,1.09,42,,,,,554,3078,383.6,,,,28.62351,77.25362
11/12/18,13:20:38,17.64,7.55,-36.2,-218.5,1416,1218,706,708,0.71,0,14.395,11.7,1.09,42.1,,,,,547.6,3082.8,370,,,,28.62325,77.25368
11/12/18,13:20:48,17.65,7.56,-36.6,-219.3,1416,1219,706,708,0.71,0,14.396,11.7,1.09,41.8,,,,,553.6,3068.4,366.4,,,,28.62325,77.25368
11/12/18,13:20:58,17.66,7.57,-36.8,-220,1416,1219,706,708,0.71,0,14.394,11.7,1.09,41.9,,,,,550.4,3080.4,363.2,,,,28.62325,77.25368
11/12/18,13:21:08,17.66,7.57,-36.9,-220.5,1417,1220,706,709,0.71,0,14.394,11.7,1.09,41.8,,,,,552,3056.8,374.8,,,,28.62325,77.25368
11/12/18,13:21:18,17.69,7.57,-37.2,-221.2,1419,1222,705,710,0.72,0,14.394,11.7,1.09,41.4,,,,,543.6,3072.8,372,,,,28.62257,77.25386
11/12/18,13:21:28,17.69,7.58,-37.3,-221.8,1417,1220,706,708,0.71,0,14.395,11.7,1.09,42.1,,,,,526.8,3108,370.4,,,,28.62239,77.25391
11/12/18,13:21:38,17.68,7.59,-37.8,-222.6,1413,1217,708,707,0.71,0,14.394,11.7,1.09,42.3,,,,,531.6,3093.6,367.6,,,,28.62221,77.25395
11/12/18,13:21:48,17.66,7.58,-37.7,-222.9,1409,1213,710,705,0.71,0,14.393,11.7,1.09,46.7,,,,,542.4,3058.8,369.2,,,,28.62202,77.25402
11/12/18,13:21:58,17.62,7.59,-37.9,-223.2,1409,1212,710,705,0.71,0,14.395,11.7,1.09,43.3,,,,,531.2,3066,372,,,,28.62181,77.25405
11/12/18,13:22:08,17.66,7.59,-38.3,-224,1412,1215,708,706,0.71,0,14.394,11.7,1.09,42.9,,,,,518.4,3113.2,366,,,,28.62162,77.25412
11/12/18,13:22:18,17.62,7.6,-38.8,-224.8,1409,1212,710,705,0.71,0,14.393,11.8,1.09,42.8,,,,,519.6,3090.8,363.6,,,,28.62148,77.25419
11/12/18,13:22:28,17.61,7.6,-38.8,-225.1,1410,1212,709,705,0.71,0,14.393,11.8,1.09,42.8,,,,,527.2,3105.2,370.4,,,,28.62127,77.25425
11/12/18,13:22:38,17.61,7.61,-38.9,-225.6,1412,1214,708,706,0.71,0,14.392,11.8,1.09,42.2,,,,,528.4,3076.8,367.6,,,,28.62109,77.25432
11/12/18,13:22:48,17.62,7.61,-39,-226,1413,1215,708,707,0.71,0,14.393,11.8,1.09,42.3,,,,,514,3100.4,368,,,,28.6209,77.2544
11/12/18,13:22:58,17.63,7.62,-39.4,-226.8,1415,1217,707,707,0.71,0,14.393,11.8,1.09,41.9,,,,,512.8,3115.6,366.8,,,,28.62074,77.25446
11/12/18,13:23:08,17.68,7.61,-39.2,-227,1428,1230,700,714,0.72,0,14.392,11.8,1.09,40.5,,,,,514.8,3110.8,368,,,,28.62059,77.25452
11/12/18,13:23:18,17.68,7.62,-39.5,-227.7,1442,1241,693,721,0.73,0,14.393,11.7,1.09,39.6,,,,,518.4,3094.8,368.4,,,,28.62043,77.25458
11/12/18,13:23:28,17.64,7.62,-39.7,-228.3,1433,1232,698,716,0.72,0,14.39,11.7,1.09,40.2,,,,,514.8,3110.4,366,,,,28.62028,77.25464
11/12/18,13:23:38,17.62,7.63,-39.9,-228.9,1429,1228,700,714,0.72,0,14.391,11.7,1.09,40.1,,,,,513.6,3112.8,371.6,,,,28.62011,77.25471
11/12/18,13:23:48,17.62,7.63,-40.1,-229.6,1430,1229,699,715,0.72,0,14.39,11.7,1.09,40.3,,,,,506,3109.2,370,,,,28.61996,77.25477
11/12/18,13:23:58,17.63,7.63,-40.1,-230,1433,1232,698,717,0.72,0,14.391,11.7,1.09,40.5,,,,,511.6,3114.4,366.8,,,,28.61979,77.25482
11/12/18,13:24:08,17.62,7.63,-40.2,-230.5,1435,1234,697,717,0.72,0,14.394,11.7,1.09,39.5,,,,,510.8,3115.2,372.8,,,,28.61965,77.25484
11/12/18,13:24:18,17.67,7.64,-40.3,-231.1,1454,1252,688,727,0.73,0,14.395,11.7,1.09,41,,,,,509.2,3110,367.6,,,,28.61965,77.25484
11/12/18,13:24:28,17.66,7.64,-40.5,-231.7,1457,1253,686,728,0.74,0,14.393,11.7,1.09,41.4,,,,,512.4,3095.2,375.2,,,,28.61965,77.25484
11/12/18,13:24:38,17.76,7.64,-40.5,-232.3,1479,1275,676,739,0.75,0,14.392,11.7,1.08,47.5,,,,,506.8,3093.6,369.6,,,,28.61965,77.25484
11/12/18,13:24:48,17.83,7.64,-40.7,-233,1458,1260,686,729,0.74,0,14.392,11.7,1.08,52.2,,,,,510.4,3097.6,373.2,,,,28.61965,77.25484
11/12/18,13:24:58,17.69,7.65,-40.9,-233.5,1449,1248,690,724,0.73,0,14.393,11.7,1.09,46.3,,,,,517.6,3092.4,371.6,,,,28.61857,77.25506
11/12/18,13:25:08,17.68,7.65,-41,-234.1,1449,1247,690,724,0.73,0,14.392,11.7,1.09,43.8,,,,,497.2,3108.8,364.4,,,,28.61837,77.25512
11/12/18,13:25:18,17.67,7.65,-41.1,-234.6,1451,1249,689,725,0.73,0,14.391,11.7,1.08,42.5,,,,,498.8,3099.6,367.2,,,,28.61815,77.25518
11/12/18,13:25:28,17.64,7.66,-41.5,-235.4,1451,1248,689,726,0.73,0,14.389,11.7,1.08,41.3,,,,,496.8,3104.4,370,,,,28.61798,77.25523
11/12/18,13:25:38,17.63,7.66,-41.5,-235.9,1452,1249,689,726,0.73,0,14.385,11.6,1.08,41.4,,,,,495.6,3084,368.4,,,,28.6178,77.25528
11/12/18,13:25:48,17.63,7.66,-41.7,-236.5,1454,1250,688,727,0.73,0,14.387,11.6,1.08,39.4,,,,,498,3088.8,368,,,,28.61758,77.25536
11/12/18,13:25:58,17.59,7.67,-41.9,-237.1,1454,1249,688,727,0.73,0,14.388,11.7,1.08,38.7,,,,,504.8,3085.2,362.8,,,,28.61741,77.25542
11/12/18,13:26:08,17.6,7.67,-41.9,-237.5,1456,1251,687,728,0.74,0,14.389,11.6,1.08,39.7,,,,,494,3094.4,365.2,,,,28.61719,77.25549
11/12/18,13:26:18,17.6,7.67,-41.9,-237.9,1457,1253,686,729,0.74,0,14.388,11.6,1.08,39.8,,,,,494,3088.8,370.8,,,,28.61698,77.25555
11/12/18,13:26:28,17.63,7.67,-42,-238.4,1460,1255,685,730,0.74,0,14.39,11.6,1.08,39.7,,,,,498.4,3087.6,367.6,,,,28.61684,77.25557
11/12/18,13:26:38,17.64,7.67,-42.2,-239,1461,1257,684,731,0.74,0,14.39,11.6,1.08,37.7,,,,,492.8,3097.2,364.8,,,,28.61665,77.25562
11/12/18,13:26:48,17.62,7.67,-42.2,-239.5,1466,1261,682,733,0.74,0,14.39,11.6,1.08,37.4,,,,,494,3088.8,362,,,,28.61646,77.25565
11/12/18,13:26:58,17.59,7.68,-42.3,-240,1467,1260,682,733,0.74,0,14.388,11.6,1.08,38.2,,,,,494.4,3073.2,361.2,,,,28.61621,77.25569
11/12/18,13:27:08,17.62,7.68,-42.3,-240.4,1467,1262,682,734,0.74,0,14.388,11.6,1.08,38.1,,,,,498.8,3060.4,371.2,,,,28.61604,77.25571
11/12/18,13:27:18,17.62,7.68,-42.4,-240.9,1468,1262,681,734,0.74,0,14.388,11.6,1.08,38,,,,,509.2,3034.8,366.4,,,,28.61588,77.25576
11/12/18,13:27:28,17.62,7.68,-42.6,-241.5,1469,1263,681,735,0.74,0,14.387,11.6,1.08,38.3,,,,,506,3043.6,369.6,,,,28.61575,77.25576
11/12/18,13:27:38,17.67,7.68,-42.6,-241.9,1471,1266,680,736,0.74,0,14.383,11.6,1.07,37.6,,,,,521.2,3030,368.8,,,,28.61575,77.25576
11/12/18,13:27:48,18.16,7.67,-42.2,-242.5,1477,1285,677,739,0.75,0,14.386,11.5,1.06,36.5,,,,,505.2,3058,369.6,,,,28.61575,77.25576
11/12/18,13:27:58,17.94,7.68,-42.5,-242.7,1471,1274,680,735,0.74,0,14.386,11.6,1.07,37.2,,,,,492,3077.6,366.4,,,,28.61515,77.2559
11/12/18,13:28:08,18,7.68,-42.5,-243.2,1481,1284,675,741,0.75,0,14.388,11.6,1.06,36.9,,,,,488.8,3076,365.6,,,,28.61486,77.25597
11/12/18,13:28:18,17.76,7.69,-42.8,-243.6,1484,1280,674,742,0.75,0,14.386,11.6,1.07,36.3,,,,,496,3088.8,367.2,,,,28.61463,77.25601
11/12/18,13:28:28,17.73,7.69,-43,-244.1,1480,1276,676,740,0.75,0,14.386,11.6,1.07,36.6,,,,,495.2,3080.8,366,,,,28.61445,77.25605
11/12/18,13:28:38,17.73,7.69,-43.1,-244.7,1487,1282,672,744,0.75,0,14.386,11.6,1.07,36.1,,,,,490,3092.4,366.4,,,,28.61426,77.2561
11/12/18,13:28:48,17.72,7.69,-43.2,-245.1,1487,1282,672,744,0.75,0,14.388,11.6,1.07,35.5,,,,,494.8,3093.6,369.2,,,,28.61407,77.25615
11/12/18,13:28:58,17.74,7.69,-43.1,-245.6,1501,1294,666,750,0.76,0,14.387,11.6,1.07,35.3,,,,,494.4,3097.6,364.4,,,,28.61395,77.25622
11/12/18,13:29:08,17.97,7.69,-43,-246.2,1505,1304,664,753,0.76,0,14.388,11.5,1.06,34.6,,,,,492.4,3104,364.8,,,,28.61385,77.25622
11/12/18,13:29:18,17.96,7.69,-43,-246.6,1508,1306,663,754,0.76,0,14.387,11.5,1.06,34.4,,,,,500.8,3085.2,365.2,,,,28.61365,77.25622
11/12/18,13:29:28,18.01,7.69,-43.2,-247.2,1515,1314,660,758,0.77,0,14.385,11.5,1.06,34.2,,,,,499.2,3094,367.6,,,,28.61346,77.25628
11/12/18,13:29:38,17.88,7.7,-43.3,-247.5,1517,1312,659,759,0.77,0,14.385,11.5,1.06,34.2,,,,,503.6,3086,362.4,,,,28.61326,77.25632
11/12/18,13:29:48,17.89,7.7,-43.5,-248.1,1514,1310,661,757,0.77,0,14.385,11.5,1.06,34.2,,,,,489.2,3106,367.2,,,,28.61304,77.25638
11/12/18,13:29:58,17.86,7.7,-43.6,-248.5,1527,1320,655,763,0.77,0,14.386,11.5,1.06,33.8,,,,,500.8,3080,367.2,,,,28.61283,77.25645
11/12/18,13:30:08,17.77,7.7,-43.7,-248.9,1531,1321,653,766,0.78,0,14.388,11.5,1.06,33.4,,,,,497.2,3108.8,364.4,,,,28.61265,77.25651
11/12/18,13:30:18,17.85,7.71,-43.8,-249.6,1514,1308,661,757,0.77,0,14.387,11.5,1.06,34.2,,,,,500,3086,352.4,,,,28.61244,77.25656
11/12/18,13:30:28,17.77,7.71,-43.9,-250,1534,1323,652,767,0.78,0,14.387,11.5,1.06,33.6,,,,,492.8,3095.2,363.6,,,,28.61224,77.25663
11/12/18,13:30:38,17.72,7.71,-44.1,-250.5,1518,1308,659,759,0.77,0,14.386,11.5,1.06,34.2,,,,,490.8,3094.8,362.4,,,,28.61202,77.25669
11/12/18,13:30:48,17.77,7.71,-44.1,-251,1527,1317,655,763,0.77,0,14.384,11.5,1.06,33.6,,,,,494.8,3106.8,368.8,,,,28.6118,77.25677
11/12/18,13:30:58,17.64,7.72,-44.3,-251.4,1520,1308,658,760,0.77,0,14.385,11.5,1.06,34.1,,,,,496,3109.2,368.8,,,,28.61163,77.25685
11/12/18,13:31:08,17.65,7.72,-44.4,-251.9,1525,1312,656,762,0.77,0,14.383,11.5,1.06,34,,,,,497.6,3119.6,362,,,,28.61151,77.25688
11/12/18,13:31:18,17.7,7.72,-44.4,-252.3,1535,1322,651,768,0.78,0,14.385,11.4,1.06,33.5,,,,,496.4,3126.4,366,,,,28.61151,77.25688
11/12/18,13:31:28,17.61,7.72,-44.5,-252.7,1532,1317,653,766,0.78,0,14.385,11.4,1.06,33.6,,,,,482.4,3064.8,349.6,,,,28.61107,77.25704
11/12/18,13:31:38,17.67,7.72,-44.5,-253.2,1533,1320,652,767,0.78,0,14.385,11.4,1.06,33.5,,,,,488.8,3031.2,359.2,,,,28.61107,77.25704
11/12/18,13:31:48,17.61,7.72,-44.6,-253.6,1537,1321,651,768,0.78,0,14.385,11.4,1.06,33.6,,,,,474,3066,357.2,,,,28.61107,77.25704
11/12/18,13:31:58,17.64,7.73,-44.7,-254.1,1537,1322,651,768,0.78,0,14.386,11.4,1.06,33.4,,,,,495.2,3064.4,351.6,,,,28.61107,77.25704
11/12/18,13:32:08,17.64,7.73,-44.8,-254.5,1535,1320,651,767,0.78,0,14.383,11.4,1.06,33.7,,,,,486.8,3114.4,358.4,,,,28.61031,77.25733
11/12/18,13:32:18,17.65,7.73,-44.8,-254.8,1538,1323,650,769,0.78,0,14.383,11.4,1.06,33.4,,,,,491.2,3110.4,361.6,,,,28.61014,77.2574
11/12/18,13:32:28,17.62,7.73,-44.9,-255.3,1540,1324,649,770,0.78,0,14.384,11.4,1.06,33.4,,,,,494.8,3089.2,362,,,,28.60995,77.25747
11/12/18,13:32:38,17.63,7.73,-45,-255.7,1539,1324,650,770,0.78,0,14.383,11.4,1.05,33.4,,,,,524,3060,358.8,,,,28.6098,77.25752
11/12/18,13:32:48,17.65,7.73,-45,-256.1,1539,1324,650,769,0.78,0,14.385,11.4,1.05,33.5,,,,,495.6,3075.2,357.2,,,,28.6096,77.2576
11/12/18,13:32:58,17.66,7.73,-45,-256.5,1540,1325,649,770,0.78,0,14.384,11.4,1.05,33.4,,,,,492.4,3085.2,363.2,,,,28.60943,77.25768
11/12/18,13:33:08,17.7,7.73,-45,-256.9,1542,1328,649,771,0.78,0,14.384,11.3,1.05,33.5,,,,,494,3096.4,366.8,,,,28.60926,77.25776
11/12/18,13:33:18,17.69,7.73,-45.1,-257.2,1543,1329,648,772,0.78,0,14.384,11.3,1.05,33.4,,,,,481.6,3098,358.8,,,,28.60909,77.25784
11/12/18,13:33:28,17.72,7.73,-45.1,-257.6,1545,1331,647,772,0.78,0,14.384,11.3,1.05,33.1,,,,,492.4,3062.4,360,,,,28.60893,77.25792
11/12/18,13:33:38,17.72,7.74,-45.3,-258.1,1545,1332,647,773,0.78,0,14.384,11.3,1.05,33.3,,,,,490.8,3102,361.2,,,,28.60876,77.258
11/12/18,13:33:48,17.73,7.73,-45.1,-258.3,1546,1333,647,773,0.78,0,14.386,11.3,1.05,33.1,,,,,493.2,3115.6,367.2,,,,28.6086,77.25805
11/12/18,13:33:58,17.7,7.74,-45.2,-258.6,1547,1333,646,774,0.78,0,14.385,11.3,1.05,33.1,,,,,492,3122,357.6,,,,28.60842,77.25816
11/12/18,13:34:08,17.71,7.74,-45.3,-259,1549,1334,646,774,0.78,0,14.386,11.3,1.05,33.3,,,,,492.8,3115.2,370,,,,28.60829,77.25823
11/12/18,13:34:18,17.7,7.74,-45.3,-259.3,1551,1336,645,775,0.79,0,14.386,11.3,1.05,33.2,,,,,496,3132.4,362.8,,,,28.60813,77.25836
11/12/18,13:34:28,17.72,7.74,-45.4,-259.7,1552,1338,644,776,0.79,0,14.386,11.3,1.04,33.2,,,,,497.6,3122.4,362.8,,,,28.60796,77.25844
11/12/18,13:34:38,17.72,7.74,-45.4,-260.1,1555,1340,643,778,0.79,0,14.386,11.3,1.04,33.1,,,,,487.2,3141.2,368.8,,,,28.60785,77.25852
11/12/18,13:34:48,17.86,7.74,-45.3,-260.5,1555,1344,643,777,0.79,0,14.384,11.2,1.04,33,,,,,489.2,3123.2,366.4,,,,28.60766,77.25861
11/12/18,13:34:58,17.81,7.74,-45.4,-260.8,1557,1345,642,779,0.79,0,14.386,11.2,1.04,32.9,,,,,487.6,3134.4,362.8,,,,28.60766,77.25861
11/12/18,13:35:08,17.79,7.75,-45.7,-261.3,1559,1346,641,780,0.79,0,14.384,11.2,1.04,33.1,,,,,484.4,3119.2,362.4,,,,28.60766,77.25861
11/12/18,13:35:18,17.82,7.74,-45.5,-261.4,1560,1347,641,780,0.79,0,14.385,11.2,1.04,32.9,,,,,487.6,3133.6,365.6,,,,28.60713,77.25883
11/12/18,13:35:28,17.79,7.74,-45.6,-261.8,1562,1349,640,781,0.79,0,14.384,11.2,1.04,32.8,,,,,485.2,3131.2,361.2,,,,28.60697,77.25888
11/12/18,13:35:38,17.83,7.74,-45.6,-262.1,1563,1350,640,781,0.79,0,14.382,11.2,1.04,32.8,,,,,485.6,3131.2,354.8,,,,28.60678,77.25896
11/12/18,13:35:48,17.82,7.74,-45.6,-262.4,1564,1351,639,782,0.79,0,14.384,11.2,1.04,32.9,,,,,484.4,3148,364,,,,28.60661,77.25903
11/12/18,13:35:58,17.82,7.74,-45.7,-262.8,1563,1350,640,782,0.79,0,14.386,11.2,1.04,32.7,,,,,483.6,3130,364,,,,28.60647,77.25909
11/12/18,13:36:08,17.81,7.75,-45.7,-263.1,1565,1351,639,782,0.79,0,14.382,11.2,1.04,33,,,,,488.8,3095.6,362,,,,28.60627,77.25916
11/12/18,13:36:18,17.83,7.75,-45.7,-263.4,1566,1353,639,783,0.79,0,14.379,11.2,1.03,32.7,,,,,522.4,2952,359.6,,,,28.6061,77.25923
11/12/18,13:36:28,17.81,7.75,-45.8,-263.8,1567,1353,638,784,0.79,0,14.381,11.2,1.03,32.8,,,,,541.2,2915.6,357.2,,,,28.6059,77.25931
11/12/18,13:36:38,17.81,7.75,-45.9,-264.1,1567,1353,638,784,0.79,0,14.38,11.2,1.03,32.9,,,,,526,2940.4,354.8,,,,28.60574,77.25939
11/12/18,13:36:48,17.83,7.75,-45.9,-264.4,1568,1355,638,784,0.79,0,14.382,11.2,1.03,32.7,,,,,503.2,3014,354.4,,,,28.60557,77.25948
11/12/18,13:36:58,17.82,7.75,-45.9,-264.7,1570,1356,637,785,0.8,0,14.382,11.2,1.03,32.9,,,,,495.2,3030.8,358,,,,28.60538,77.25957
11/12/18,13:37:08,17.85,7.75,-46,-265,1571,1357,637,785,0.8,0,14.382,11.2,1.03,32.9,,,,,495.2,3017.6,358,,,,28.60521,77.25966
11/12/18,13:37:18,17.89,7.75,-45.9,-265.3,1569,1357,637,785,0.8,0,14.38,11.1,1.03,32.8,,,,,492.8,3051.2,351.6,,,,28.60502,77.25979
11/12/18,13:37:28,17.84,7.75,-46,-265.6,1571,1358,637,786,0.8,0,14.381,11.1,1.03,32.9,,,,,484.4,3052.4,359.6,,,,28.60484,77.25989
11/12/18,13:37:38,17.87,7.75,-46,-265.9,1571,1358,637,785,0.8,0,14.38,11.1,1.03,32.7,,,,,484,3075.6,356,,,,28.60465,77.26
11/12/18,13:37:48,18.21,7.75,-45.8,-266.4,1573,1370,636,787,0.8,0,14.381,11.1,1.02,32.3,,,,,486.4,3082.4,362.8,,,,28.60446,77.26011
11/12/18,13:37:58,18.34,7.74,-45.7,-266.5,1568,1370,638,784,0.79,0,14.379,11.1,1.01,32.3,,,,,497.2,3041.2,362.8,,,,28.60428,77.26022
11/12/18,13:38:08,18.26,7.75,-45.9,-266.7,1569,1368,637,785,0.79,0,14.38,11.1,1.02,32.3,,,,,482,3091.2,362.4,,,,28.6041,77.26035
11/12/18,13:38:18,18.32,7.75,-45.8,-266.9,1570,1371,637,785,0.8,0,14.381,11.1,1.02,32.2,,,,,480.4,3096.8,360.8,,,,28.60395,77.26048
11/12/18,13:38:28,18.29,7.75,-45.9,-267.2,1571,1371,637,786,0.8,0,14.378,11.1,1.02,32.2,,,,,487.2,3083.2,364.8,,,,28.60387,77.26053
11/12/18,13:38:38,18.13,7.75,-46.1,-267.2,1568,1364,638,784,0.79,0,14.381,11.1,1.02,32.4,,,,,477.6,3082,356,,,,28.60387,77.26053
11/12/18,13:38:48,17.98,7.75,-46.2,-267.4,1570,1361,637,785,0.8,0,14.378,11.1,1.03,32.5,,,,,502,3042,355.6,,,,28.60338,77.2609
11/12/18,13:38:58,17.94,7.76,-46.3,-267.7,1568,1358,638,784,0.79,0,14.378,11.1,1.03,32.4,,,,,495.6,3047.2,358,,,,28.6032,77.26102
11/12/18,13:39:08,17.97,7.76,-46.4,-267.9,1568,1359,638,784,0.79,0,14.379,11.1,1.02,32.5,,,,,494,3031.6,356,,,,28.60303,77.26115
11/12/18,13:39:18,17.96,7.76,-46.4,-268.4,1570,1360,637,785,0.8,0,14.379,11.1,1.03,32.5,,,,,489.2,3057.2,360,,,,28.60284,77.26128
11/12/18,13:39:28,17.92,7.76,-46.5,-268.5,1569,1358,637,785,0.8,0,14.378,11.1,1.03,32.7,,,,,514,3003.6,364.8,,,,28.60267,77.2614
11/12/18,13:39:38,17.93,7.76,-46.5,-268.8,1568,1358,638,784,0.79,0,14.378,11.1,1.03,33,,,,,491.2,3039.2,356.8,,,,28.60251,77.2615
11/12/18,13:39:48,17.93,7.76,-46.6,-269.1,1569,1359,637,785,0.8,0,14.376,11.1,1.03,33,,,,,520.8,2970.4,354.8,,,,28.60234,77.26163
11/12/18,13:39:58,17.83,7.77,-46.7,-269.4,1572,1358,636,786,0.8,0,14.375,11.1,1.03,33.1,,,,,513.6,2953.2,358.4,,,,28.60215,77.26177
11/12/18,13:40:08,17.83,7.77,-46.8,-269.6,1572,1358,636,786,0.8,0,14.376,11.1,1.03,33,,,,,552.8,2926,353.2,,,,28.602,77.2619
11/12/18,13:40:18,17.84,7.77,-46.7,-269.8,1570,1357,637,785,0.8,0,14.376,11.1,1.03,33.2,,,,,522.4,2954.4,355.6,,,,28.60185,77.26202
11/12/18,13:40:28,17.84,7.77,-46.7,-270,1569,1356,637,785,0.8,0,14.38,11.1,1.03,33.4,,,,,507.2,2996.8,349.2,,,,28.6017,77.26218
11/12/18,13:40:38,17.88,7.77,-46.7,-270.3,1569,1357,637,784,0.79,0,14.381,11.1,1.03,33.1,,,,,507.6,2994.4,356,,,,28.60158,77.26232
11/12/18,13:40:48,17.89,7.77,-46.8,-270.5,1569,1357,637,785,0.8,0,14.38,11.1,1.03,33,,,,,497.6,2999.6,356.4,,,,28.60154,77.26245
11/12/18,13:40:58,17.98,7.76,-46.7,-270.8,1573,1364,636,787,0.8,0,14.378,11.1,1.02,32.7,,,,,504.8,3002.4,353.2,,,,28.60145,77.26255
11/12/18,13:41:08,18.06,7.77,-46.8,-271,1564,1358,639,782,0.79,0,14.378,11.2,1.03,32.6,,,,,508,2980.8,349.2,,,,28.60141,77.2626
11/12/18,13:41:18,18.03,7.77,-46.9,-271.3,1571,1363,637,786,0.8,0,14.38,11.2,1.03,32.8,,,,,520.8,2962.8,351.6,,,,28.60134,77.26267
11/12/18,13:41:28,18.06,7.77,-47,-271.3,1551,1346,645,775,0.79,0,14.38,11.2,1.03,32.1,,,,,526.4,2949.2,354.4,,,,28.6013,77.26283
11/12/18,13:41:38,17.75,7.78,-47.2,-271.4,1568,1352,638,784,0.79,0,14.377,11.2,1.04,32.2,,,,,525.6,2949.2,360.4,,,,28.60122,77.26294
11/12/18,13:41:48,17.91,7.77,-47.2,-271.8,1566,1355,639,783,0.79,0,14.377,11.2,1.03,32.1,,,,,487.2,3019.6,361.6,,,,28.60122,77.26298
11/12/18,13:41:58,17.8,7.78,-47.2,-271.7,1564,1350,639,782,0.79,0,14.377,11.2,1.04,33.3,,,,,524,2968.8,356,,,,28.60097,77.26314
11/12/18,13:42:08,17.91,7.78,-47.3,-272.2,1564,1354,639,782,0.79,0,14.378,11.2,1.04,32,,,,,616,2628,314,,,,28.60083,77.26328
