Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a (mg per m3),CDOM (ppb),Tryptophan (ppb),GPS Lat.,GPS Long.
12/11/18,11:08:19,20.82,7.59,-54,-182.1,1215,1119,823,608,0.61,0,14.37,4.5,0.39,77.4,194.9,100.9,,,,,,,,,28.66455,77.23906
12/11/18,11:08:29,20.69,7.6,-54.5,-180.9,1178,1082,849,589,0.59,0,14.371,4.3,0.38,72,200,99.8,,,,,,,,,28.6646,77.23912
12/11/18,11:08:39,20.68,7.62,-55.5,-180.2,1181,1084,847,590,0.59,0,14.372,4.2,0.37,75.1,200,99,,,,,,,,,28.6646,77.23912
12/11/18,11:08:49,20.77,7.61,-55.4,-179,1197,1101,835,599,0.6,0,14.372,4.2,0.36,71.6,200,98,,,,,,,,,28.66467,77.23902
12/11/18,11:08:59,20.77,7.65,-56.9,-179.8,1207,1110,829,604,0.6,0,14.37,4.1,0.36,78.4,200,96.9,,,,,,,,,28.66469,77.23891
12/11/18,11:09:09,20.82,7.63,-56,-178.7,1212,1115,825,606,0.6,0,14.37,4.1,0.35,76.5,200,96.1,,,,,,,,,28.66474,77.23887
12/11/18,11:09:19,20.81,7.63,-56,-178.7,1207,1111,829,604,0.6,0,14.369,4,0.35,76.8,200,95.7,,,,,,,,,28.66478,77.23882
12/11/18,11:09:29,20.81,7.63,-56.3,-178.6,1211,1115,826,606,0.6,0,14.37,4,0.35,77.8,200,95.3,,,,,,,,,28.66482,77.23877
12/11/18,11:09:39,20.79,7.63,-55.9,-178.1,1213,1116,824,606,0.61,0,14.37,3.9,0.34,79.9,200,94.6,,,,,,,,,28.66486,77.23872
12/11/18,11:09:49,20.82,7.62,-55.9,-178.4,1217,1120,822,608,0.61,0,14.372,3.9,0.34,80.5,200,94.2,,,,,,,,,28.66492,77.23869
12/11/18,11:09:59,20.75,7.63,-56.2,-177.9,1193,1097,838,597,0.6,0,14.369,3.9,0.34,73.6,200,93.9,,,,,,,,,28.66499,77.23869
12/11/18,11:10:09,20.69,7.64,-56.7,-177.4,1176,1080,850,588,0.59,0,14.37,3.9,0.34,71.7,200,93.8,,,,,,,,,28.66507,77.23864
12/11/18,11:10:19,20.66,7.63,-56.1,-175.9,1184,1086,845,592,0.59,0,14.37,3.9,0.34,73,200,93.5,,,,,,,,,28.66514,77.23862
12/11/18,11:10:29,20.66,7.64,-56.8,-175.7,1169,1073,855,584,0.58,0,14.37,3.9,0.34,71.8,200,93.4,,,,,,,,,28.66523,77.23857
12/11/18,11:10:39,20.63,7.64,-56.7,-175.3,1144,1049,874,572,0.57,0,14.369,3.8,0.33,72.6,200,93.5,,,,,,,,,28.66533,77.23856
12/11/18,11:10:49,20.58,7.66,-57.4,-174.5,1114,1020,898,557,0.55,0,14.371,4,0.35,66.1,200,93.6,,,,,,,,,28.66542,77.23853
12/11/18,11:10:59,20.56,7.66,-57.7,-174.1,1080,989,926,540,0.54,0,14.372,3.9,0.34,62.4,200,93.8,,,,,,,,,28.66553,77.23852
12/11/18,11:11:09,20.56,7.64,-56.7,-172.4,1054,965,949,527,0.52,0,14.372,3.9,0.34,58,200,93.8,,,,,,,,,28.66563,77.23848
12/11/18,11:11:19,20.54,7.64,-56.6,-171.6,1024,937,977,512,0.51,0,14.373,3.9,0.34,54.8,200,94.1,,,,,,,,,28.66572,77.23848
12/11/18,11:11:29,20.5,7.64,-56.8,-171.1,997,911,1003,498,0.49,0,14.374,3.9,0.34,52.7,200,94.3,,,,,,,,,28.66585,77.23843
