Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
03/11/17,7:07:43,28.68,,,,21680,23200,46,10840,12.96,5.7,14.727,77.4,5.61,8.6,57.5,142,,,,,,,,,16.4386,81.70965
03/11/17,7:07:53,28.7,,,,21690,23210,46,10840,12.96,5.7,14.729,76.8,5.57,8.7,57.6,142,,,,,,,,,16.4386,81.70965
03/11/17,7:08:03,28.69,,,,21680,23200,46,10840,12.96,5.7,14.727,78.2,5.67,8.7,57.6,141.9,,,,,,,,,16.4386,81.70966
03/11/17,7:08:13,28.68,,,,21640,23150,46,10820,12.93,5.7,14.727,78.4,5.69,10.1,57.6,141.9,,,,,,,,,16.43858,81.70968
03/11/17,7:08:23,28.67,,,,21520,23020,46,10760,12.85,5.6,14.724,80.3,5.83,9.1,57.5,142,,,,,,,,,16.43853,81.7098
03/11/17,7:08:33,28.69,,,,21570,23080,46,10780,12.88,5.6,14.726,81.3,5.89,9.1,57.6,141.9,,,,,,,,,16.43856,81.70994
03/11/17,7:08:43,28.66,,,,21360,22840,47,10680,12.75,5.6,14.725,81.7,5.93,9,57.4,142,,,,,,,,,16.43872,81.71
03/11/17,7:08:53,28.64,,,,21350,22830,47,10670,12.74,5.6,14.726,82.1,5.96,11.2,57.4,142,,,,,,,,,16.43889,81.70996
03/11/17,7:09:03,28.67,,,,21770,23290,46,10880,13.02,5.7,14.726,82.8,6,13.9,57.8,141.8,,,,,,,,,16.43908,81.70987
03/11/17,7:09:13,28.72,,,,21820,23360,46,10910,13.05,5.8,14.723,83.2,6.02,51.8,58.1,141.7,,,,,,,,,16.4393,81.70975
03/11/17,7:09:23,28.7,,,,21750,23280,46,10870,13,5.7,14.726,83.4,6.05,93,58.1,141.7,,,,,,,,,16.43948,81.70961
03/11/17,7:09:33,28.68,,,,21760,23290,46,10880,13.01,5.7,14.728,83.9,6.08,34.3,58.2,141.6,,,,,,,,,16.43967,81.70948
03/11/17,7:09:43,28.61,,,,21750,23240,46,10880,13.01,5.8,14.727,84,6.1,11.1,58,141.6,,,,,,,,,16.43989,81.70938
03/11/17,7:09:53,28.61,,,,22290,23820,45,11140,13.35,6,14.725,84.2,6.1,8.3,58.5,141.4,,,,,,,,,16.4401,81.70944
03/11/17,7:10:03,28.58,,,,21800,23280,46,10900,13.03,5.8,14.728,84.3,6.12,8.5,58.2,141.5,,,,,,,,,16.4402,81.70965
03/11/17,7:10:13,28.64,,,,21810,23310,46,10900,13.04,5.8,14.727,84.3,6.12,15.4,58.3,141.5,,,,,,,,,16.44023,81.70987
03/11/17,7:10:23,28.64,,,,21760,23260,46,10880,13.01,5.8,14.727,84.2,6.11,10.6,58.3,141.5,,,,,,,,,16.44026,81.71007
03/11/17,7:10:33,28.65,,,,21750,23260,46,10870,13,5.7,14.73,83.2,6.04,8.1,58.3,141.5,,,,,,,,,16.44029,81.71022
03/11/17,7:10:43,28.67,,,,21750,23270,46,10870,13,5.7,14.729,82.4,5.97,7.6,58.4,141.5,,,,,,,,,16.4403,81.71032
03/11/17,7:10:53,28.67,,,,21760,23270,46,10880,13.01,5.7,14.728,81.7,5.92,7.7,58.4,141.5,,,,,,,,,16.44031,81.71039
03/11/17,7:11:03,28.67,,,,21750,23270,46,10870,13.01,5.7,14.729,81.1,5.88,7.6,58.4,141.4,,,,,,,,,16.44032,81.71046
03/11/17,7:11:13,28.67,,,,21760,23280,46,10880,13.01,5.7,14.728,80.5,5.84,7.5,58.5,141.4,,,,,,,,,16.44034,81.71055
03/11/17,7:11:23,28.68,,,,21790,23310,46,10890,13.03,5.8,14.728,80.4,5.83,7.5,58.5,141.4,,,,,,,,,16.44036,81.71061
03/11/17,7:11:33,28.67,,,,21770,23290,46,10890,13.02,5.8,14.728,80.8,5.85,7.3,58.5,141.4,,,,,,,,,16.44036,81.71066
03/11/17,7:11:43,28.68,,,,21800,23320,46,10900,13.03,5.8,14.728,80.2,5.81,21.3,58.6,141.4,,,,,,,,,16.44037,81.7107
03/11/17,7:11:53,28.68,,,,21800,23330,46,10900,13.04,5.8,14.728,79.2,5.74,9,58.6,141.3,,,,,,,,,16.44037,81.71076
03/11/17,7:12:03,28.71,,,,21860,23400,46,10930,13.07,5.8,14.729,79.3,5.74,8.1,58.7,141.3,,,,,,,,,16.44037,81.71078
03/11/17,7:12:13,28.71,,,,21830,23370,46,10910,13.05,5.8,14.728,80.4,5.82,8.9,58.7,141.3,,,,,,,,,16.44037,81.71085
03/11/17,7:12:23,28.71,,,,21780,23320,46,10890,13.02,5.7,14.727,82.1,5.95,8.4,58.7,141.3,,,,,,,,,16.44041,81.71105
03/11/17,7:12:33,28.72,,,,21800,23340,46,10900,13.03,5.7,14.728,82.4,5.97,8.1,58.7,141.3,,,,,,,,,16.44056,81.71116
03/11/17,7:12:43,28.72,,,,21850,23390,46,10920,13.06,5.8,14.729,81.7,5.92,8.3,58.8,141.2,,,,,,,,,16.44066,81.71118
03/11/17,7:12:53,28.73,,,,21860,23410,46,10930,13.08,5.8,14.729,81.2,5.88,7.6,58.9,141.2,,,,,,,,,16.44073,81.7112
