Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
28/03/18,8:00:27,30.05,8.15,-72.1,129,33340,36540,30,16670,20.75,11.1,14.667,93.9,6.44,4,,,,,,,,,,,16.44076,81.71135
28/03/18,8:00:37,30.07,8.15,-72.3,128.9,33370,36590,30,16680,20.77,11.1,14.665,94.1,6.45,4,,,,,,,,,,,16.44077,81.71135
28/03/18,8:00:47,30.05,8.15,-72.4,128.9,33380,36590,30,16690,20.78,11.1,14.666,94.1,6.45,4.2,,,,,,,,,,,16.44076,81.71135
28/03/18,8:00:57,30.04,8.16,-72.6,128.8,33340,36530,30,16670,20.75,11.1,14.665,94.2,6.46,4.1,,,,,,,,,,,16.44076,81.71133
28/03/18,8:01:07,30.05,8.17,-73.1,128.7,33380,36590,30,16690,20.78,11.1,14.664,95.6,6.56,4,,,,,,,,,,,16.44076,81.71131
28/03/18,8:01:17,30.07,8.17,-73.6,128.7,33370,36590,30,16680,20.77,11.1,14.667,96.3,6.61,4,,,,,,,,,,,16.44078,81.71124
28/03/18,8:01:27,29.99,8.17,-73.4,128.7,33360,36520,30,16680,20.76,11.1,14.668,95.4,6.55,1.4,,,,,,,,,,,16.44086,81.7111
28/03/18,8:01:37,30.06,8.17,-73.1,128.8,33500,36720,30,16750,20.86,11.1,14.668,94.4,6.48,1.3,,,,,,,,,,,16.44096,81.71098
28/03/18,8:01:47,30.08,8.17,-73.1,128.9,33400,36620,30,16700,20.79,11.1,14.667,94,6.45,1.2,,,,,,,,,,,16.44108,81.7108
28/03/18,8:01:57,30.11,8.16,-72.7,129,33360,36590,30,16680,20.76,11.1,14.668,92.2,6.33,1.5,,,,,,,,,,,16.4412,81.7107
28/03/18,8:02:07,30.08,8.15,-72.2,129.2,33300,36510,30,16650,20.72,11,14.667,91.4,6.27,1.2,,,,,,,,,,,16.44128,81.71059
28/03/18,8:02:17,30.05,8.15,-72,129.3,33200,36390,30,16600,20.65,11,14.668,90.7,6.22,1.4,,,,,,,,,,,16.44137,81.71048
28/03/18,8:02:27,30.04,8.14,-71.9,129.4,33350,36550,30,16670,20.75,11.1,14.669,91,6.24,1.5,,,,,,,,,,,16.44137,81.71048
28/03/18,8:02:37,30.08,8.15,-72.1,129.4,33350,36570,30,16670,20.75,11.1,14.668,90.4,6.2,1.8,,,,,,,,,,,16.44137,81.71048
28/03/18,8:02:47,30.13,8.14,-71.8,129.5,33420,36670,30,16710,20.8,11.1,14.667,88.7,6.09,1.8,,,,,,,,,,,16.44137,81.71048
28/03/18,8:02:57,30.12,8.13,-71.4,129.6,33340,36570,30,16670,20.74,11,14.668,87.5,6,2.1,,,,,,,,,,,16.44137,81.71048
28/03/18,8:03:07,30.1,8.13,-71.3,129.7,33460,36700,30,16730,20.83,11.1,14.669,86.6,5.94,1.5,,,,,,,,,,,16.44205,81.71024
28/03/18,8:03:17,30.11,8.13,-71.1,129.8,33420,36670,30,16710,20.8,11.1,14.667,86.4,5.93,1.4,,,,,,,,,,,16.44208,81.71028
28/03/18,8:03:27,30.1,8.13,-71.2,129.9,33300,36530,30,16650,20.72,11,14.667,87,5.97,1.6,,,,,,,,,,,16.44208,81.71044
28/03/18,8:03:37,30.02,8.13,-71.1,129.9,32840,35970,30,16420,20.4,10.8,14.667,87.8,6.02,1.7,,,,,,,,,,,16.44204,81.71061
28/03/18,8:03:47,30.05,8.14,-71.9,129.9,33200,36380,30,16600,20.65,11,14.667,90.9,6.24,1.4,,,,,,,,,,,16.44198,81.71076
28/03/18,8:03:57,30.05,8.16,-72.7,129.6,33110,36290,30,16550,20.59,11,14.669,92.3,6.33,1.3,,,,,,,,,,,16.4419,81.71098
28/03/18,8:04:07,30.12,8.13,-71.2,129,33460,36710,30,16730,20.82,11.1,14.668,88.1,6.06,1.2,,,,,,,,,,,16.44186,81.7111
28/03/18,8:04:17,30.08,8.12,-70.7,129,33400,36620,30,16700,20.78,11.1,14.669,89,6.11,1.3,,,,,,,,,,,16.44183,81.71122
28/03/18,8:04:27,30,8.12,-70.4,122,33420,36600,30,16710,20.8,11.1,14.668,88,6.05,1.6,,,,,,,,,,,16.44181,81.71131
28/03/18,8:04:37,30.06,8.11,-69.8,108.2,33370,36570,30,16680,20.76,11.1,14.668,86.2,5.94,2.8,,,,,,,,,,,16.44179,81.71139
28/03/18,8:04:47,30.07,8.09,-69,104.1,33380,36590,30,16690,20.77,11.1,14.669,85.8,5.9,2.8,,,,,,,,,,,16.44178,81.71148
28/03/18,8:04:57,30.09,8.11,-69.9,104.6,33410,36640,30,16700,20.79,11.1,14.669,88.3,6.06,3,,,,,,,,,,,16.44176,81.71154
28/03/18,8:05:07,30.09,8.12,-70.3,105.4,33380,36600,30,16690,20.77,11.1,14.669,87.9,6.02,3.3,,,,,,,,,,,16.44174,81.71158
28/03/18,8:05:17,30.09,8.12,-70.4,105.7,33370,36600,30,16680,20.77,11.1,14.672,87.6,6.01,3.3,,,,,,,,,,,16.44172,81.71164
28/03/18,8:05:27,30.09,8.12,-70.5,105.7,33360,36590,30,16680,20.76,11.1,14.671,88.6,6.07,3.6,,,,,,,,,,,16.44171,81.71176
28/03/18,8:05:37,30.11,8.13,-71.2,106.1,33420,36660,30,16710,20.8,11.1,14.671,89.3,6.12,4.3,,,,,,,,,,,16.4417,81.71192
28/03/18,8:05:47,30.11,8.14,-71.4,105.9,33430,36670,30,16710,20.81,11.1,14.669,88.9,6.11,4.4,,,,,,,,,,,16.44171,81.71206
28/03/18,8:05:57,30.1,8.11,-69.9,104.7,33370,36600,30,16680,20.76,11.1,14.672,85.6,5.9,4.4,,,,,,,,,,,16.44176,81.71219
28/03/18,8:06:07,30.1,8.08,-68.5,80.4,33390,36620,30,16690,20.78,11.1,14.671,83.5,5.76,4.4,,,,,,,,,,,16.44182,81.71226
28/03/18,8:06:17,30.09,8.08,-68.3,64.4,33350,36570,30,16670,20.75,11.1,14.672,82.8,5.74,4.4,,,,,,,,,,,16.44188,81.71232
28/03/18,8:06:27,30.1,8.07,-67.7,68.3,33220,36440,30,16610,20.67,11,14.672,85.1,5.85,3.8,,,,,,,,,,,16.44188,81.71232
28/03/18,8:06:37,30.03,8.09,-68.9,71.3,33140,36310,30,16570,20.61,11,14.672,85.7,5.89,4.4,,,,,,,,,,,16.44188,81.71232
28/03/18,8:06:47,30.06,8.13,-71.3,73.9,33270,36470,30,16630,20.7,11,14.669,90.4,6.21,2.9,,,,,,,,,,,16.44237,81.71222
28/03/18,8:06:57,30.09,8.14,-71.4,76.2,33340,36570,30,16670,20.75,11.1,14.672,88.6,6.08,2.5,,,,,,,,,,,16.44252,81.71211
28/03/18,8:07:07,30.14,8.13,-71.2,78.4,33490,36760,30,16740,20.85,11.1,14.672,88.2,6.05,2.8,,,,,,,,,,,16.44265,81.71198
28/03/18,8:07:17,30.1,8.13,-71.2,80.4,33470,36720,30,16730,20.84,11.1,14.671,88.4,6.06,2.4,,,,,,,,,,,16.44277,81.71189
28/03/18,8:07:27,30.07,8.13,-71.2,82.1,33420,36640,30,16710,20.8,11.1,14.67,88,6.04,2.5,,,,,,,,,,,16.44288,81.71176
28/03/18,8:07:37,30.01,8.13,-71.1,83.7,33390,36570,30,16690,20.78,11.1,14.671,87.8,6.02,0.7,,,,,,,,,,,16.44299,81.71162
28/03/18,8:07:47,30.06,8.13,-71.1,85.3,33440,36650,30,16720,20.82,11.1,14.671,88.8,6.1,0.5,,,,,,,,,,,16.44307,81.71148
28/03/18,8:07:57,30.03,8.13,-71,86.7,33350,36540,30,16670,20.76,11.1,14.67,88.9,6.1,1,,,,,,,,,,,16.44314,81.71131
28/03/18,8:08:07,30.01,8.12,-70.6,88,33210,36370,30,16600,20.66,11,14.669,88.3,6.06,1.2,,,,,,,,,,,16.4432,81.71115
28/03/18,8:08:17,30.08,8.11,-70.1,89.4,33220,36430,30,16610,20.66,11,14.67,87,5.97,1.4,,,,,,,,,,,16.44325,81.71098
28/03/18,8:08:27,30.08,8.11,-69.8,90.5,33130,36330,30,16560,20.6,10.9,14.674,86.3,5.92,1.2,,,,,,,,,,,16.44332,81.71089
28/03/18,8:08:37,30.06,8.11,-69.8,91.6,33060,36240,30,16530,20.55,10.9,14.672,86.7,5.95,1.5,,,,,,,,,,,16.44338,81.71086
28/03/18,8:08:47,30.07,8.12,-70.5,92.4,33250,36450,30,16620,20.69,11,14.675,88.8,6.1,1.4,,,,,,,,,,,16.44346,81.71091
28/03/18,8:08:57,30.11,8.13,-71,93.3,33300,36530,30,16650,20.72,11,14.674,89.3,6.13,1.6,,,,,,,,,,,16.44358,81.71098
28/03/18,8:09:07,30.11,8.13,-71,94.3,33180,36400,30,16590,20.63,11,14.673,89.4,6.14,2.3,,,,,,,,,,,16.44372,81.71104
28/03/18,8:09:17,30.14,8.13,-71,95.2,32790,35990,30,16390,20.37,10.8,14.675,89.6,6.15,3.2,,,,,,,,,,,16.44389,81.71102
28/03/18,8:09:27,30.14,8.13,-71,96.1,32430,35600,31,16210,20.12,10.6,14.673,89.6,6.14,3.3,,,,,,,,,,,16.44404,81.71096
28/03/18,8:09:37,30.01,8.14,-71.6,96.8,31110,34080,32,15550,19.22,9.9,14.673,90.6,6.21,4.4,,,,,,,,,,,16.44418,81.7109
28/03/18,8:09:47,29.96,8.14,-71.5,96.9,31520,34490,32,15760,19.5,10.2,14.676,89.5,6.16,3.7,,,,,,,,,,,16.44422,81.71086
28/03/18,8:09:57,29.99,8.15,-72.4,97.9,31640,34640,32,15820,19.58,10.2,14.673,92.8,6.37,3.9,,,,,,,,,,,16.44422,81.71086
28/03/18,8:10:07,29.89,8.16,-72.9,98.3,31370,34290,32,15680,19.41,10.1,14.675,93,6.39,4.3,,,,,,,,,,,16.44422,81.71086
28/03/18,8:10:17,29.79,8.09,-69,44.8,31130,33960,32,15560,19.24,10,14.676,83.6,5.79,4.5,,,,,,,,,,,16.44422,81.71086
28/03/18,8:10:27,29.9,8.06,-67.3,33.1,31010,33900,32,15500,19.16,9.9,14.674,82.8,5.71,4.4,,,,,,,,,,,16.44422,81.71086
28/03/18,8:10:37,30,8.09,-68.7,37.2,30850,33780,32,15420,19.04,9.8,14.675,86.1,5.92,5.2,,,,,,,,,,,16.44494,81.71032
