Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
15/12/17,14:48:39,27.61,7.97,-55.6,80.2,22920,24060,44,11460,13.79,6.6,14.718,90,6.6,8.6,,,,,2092,564,50.44,9.25027,92.10623,73.241992,16.43951,81.70952
15/12/17,14:48:59,27.62,8.02,-58,78,23110,24260,43,11550,13.91,6.7,14.72,91.6,6.72,4.8,,,,,2506.8,804.8,63.4,11.287398,100.951366,73.718043,16.43942,81.70986
15/12/17,14:49:19,27.59,8.02,-58.4,75.1,22310,23410,45,11150,13.39,6.4,14.722,90.7,6.67,7.1,,,,,2113.6,905.2,61.72,9.35635,104.639289,73.656333,16.43951,81.71014
15/12/17,14:49:39,27.59,8.02,-58.1,72.9,22180,23270,45,11090,13.3,6.3,14.722,91.3,6.72,15.5,,,,,2051.2,906.4,60.16,9.049897,104.683368,73.59903,16.43982,81.71009
15/12/17,14:49:59,27.59,8.03,-58.6,70.2,21470,22530,47,10730,12.84,5.9,14.722,92.5,6.83,15.1,,,,,1768,490,49.56,7.659071,98.05887,73.209668,16.44002,81.70997
15/12/17,14:50:19,27.62,8.06,-60.4,65.5,18790,19720,53,9395,11.1,4.6,14.722,92.4,6.88,13.8,,,,,1825.2,662.4,62.44,7.939986,95.720688,73.68278,16.44044,81.70981
15/12/17,14:50:39,27.54,7.94,-54,70.3,23830,24990,42,11910,14.39,7.1,14.724,90.7,6.64,7.1,,,,,2432.4,841.2,65.76,10.922012,102.288422,73.804731,16.44061,81.70977
15/12/17,14:50:59,27.61,8.03,-58.8,65.6,22050,23140,45,11020,13.21,6.2,14.723,89.7,6.6,10.5,,,,,1938.8,743.2,56.6,8.497888,98.688657,73.468263,16.44065,81.70973
15/12/17,14:51:19,27.68,8.02,-58.1,60.2,18210,19130,55,9105,10.72,4.3,14.724,84.9,6.32,11.2,,,,,1052,462.4,38.64,4.142717,92.721102,72.808551,16.44066,81.70968
15/12/17,14:51:39,27.64,7.96,-54.9,61.9,19680,20660,51,9840,11.67,5.1,14.723,85.2,6.32,11,,,,,973.2,422,40,3.755721,84.907846,72.858507,16.44064,81.70962
15/12/17,14:51:59,27.61,7.93,-53.5,64.7,22950,24090,44,11470,13.81,6.7,14.723,87.7,6.44,7.9,,,,,803.6,410,39.28,2.922797,82.587077,72.83206,16.4407,81.70968
15/12/17,14:52:19,27.64,7.99,-56.3,60,20800,21850,48,10400,12.4,5.6,14.727,90.4,6.68,6.8,,,,,889.6,419.2,40.12,3.345153,84.366333,72.862915,16.44084,81.71008
15/12/17,14:52:39,27.64,8.02,-58,60.8,22130,23240,45,11060,13.27,6.2,14.727,93.6,6.89,6.8,,,,,1004,419.6,40.12,3.906984,84.443692,72.862915,16.44086,81.71051
15/12/17,14:52:59,27.52,8.04,-59,62,24670,25850,41,12330,14.94,7.5,14.725,93.9,6.86,7.2,,,,,1755.2,788,55.52,7.596209,100.334264,73.428592,16.44082,81.71076
15/12/17,14:53:19,27.51,8.06,-60.1,60.7,24830,26010,40,12410,15.05,7.6,14.726,93.3,6.81,9,,,,,2689.6,1002,71.16,12.185149,108.194975,74.003086,16.44074,81.71124
15/12/17,14:53:39,27.58,8.07,-60.6,59.6,24880,26100,40,12440,15.08,7.6,14.725,93.3,6.8,8.6,,,,,2108.8,1493.2,159.12,9.332777,126.237878,77.234058,16.44094,81.71156
15/12/17,14:53:59,27.55,8.07,-60.7,58.2,24610,25800,41,12300,14.9,7.5,14.725,93.9,6.86,10,,,,,2282.8,940.4,67.76,10.18731,105.932266,73.878196,16.44128,81.71139
15/12/17,14:54:19,27.52,8.07,-60.8,57.1,24410,25580,41,12200,14.77,7.4,14.725,95,6.95,12.3,,,,,2034,1046.4,65.72,8.965426,109.825889,73.803262,16.44152,81.71105
15/12/17,14:54:39,27.72,8.01,-57.8,52.5,19860,20890,50,9934,11.79,5.1,14.723,91.5,6.77,17.2,,,,,2478,1062,65.68,11.145958,110.398913,73.801793,16.44168,81.71066
15/12/17,14:54:59,27.78,7.95,-54.3,46.1,13840,14580,72,6924,7.97,2.3,14.727,78.4,5.92,16.4,,,,,2920.8,1154.4,75.04,13.320597,113.792977,74.145607,16.44192,81.71032
15/12/17,14:55:19,27.95,7.7,-41,48.3,14060,14850,71,7031,8.1,2.3,14.723,55.9,4.21,14.3,,,,,2374.4,1512,151.76,10.637167,126.928445,76.963708,16.44219,81.71048
15/12/17,14:55:39,27.72,7.83,-47.7,48.6,15570,16370,64,7785,9.05,3.1,14.724,80.5,6.05,15.4,,,,,2434.8,1096,96.48,10.933798,111.647811,74.933147,16.44214,81.71085
15/12/17,14:55:59,27.72,7.83,-48.1,46.8,14230,14970,70,7119,8.21,2.5,14.726,79.5,6,34.6,,,,,1790.8,1900.8,211.88,7.771044,141.209962,79.172054,16.44236,81.71112
15/12/17,14:56:19,27.74,7.82,-47.4,46,13520,14230,74,6762,7.77,2.1,14.724,80,6.05,26.7,,,,,1412,2086.4,248.16,5.910716,148.027476,80.504702,16.44272,81.7112
15/12/17,14:56:39,28.04,7.81,-46.8,41.3,10670,11290,94,5337,6.01,0.7,14.723,62,4.71,44.4,,,,,1468,2074,249.52,6.185738,147.571995,80.554658,16.44312,81.71122
