Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
27/04/18,7:07:29,,7.79,-59.7,153.6,35390,39700,28,17690,22.12,11.6,14.638,44.5,2.94,18.7,,,,,1465.6,560.04,41.6,,,,16.43975,81.70894
27/04/18,7:07:39,,7.79,-60.1,152.8,35390,39700,28,17690,22.12,11.6,14.637,44.2,2.92,18.7,,,,,1328,557.56,44.84,,,,16.43975,81.70896
27/04/18,7:07:49,,7.8,-60.5,151.7,35420,39740,28,17710,22.14,11.7,14.635,44.3,2.93,18.7,,,,,1328,557.56,44.84,,,,16.43975,81.70898
27/04/18,7:07:59,,7.81,-60.9,150.7,35450,39770,28,17720,22.16,11.7,14.636,44.4,2.93,18.7,,,,,1304,564.2,42.96,,,,16.43976,81.70898
27/04/18,7:08:09,,7.82,-61.5,149.8,35410,39730,28,17710,22.14,11.7,14.638,44.8,2.96,18.7,,,,,1304,564.2,42.96,,,,16.43976,81.70898
27/04/18,7:08:19,,7.83,-62.1,149,35540,39840,28,17770,22.23,11.7,14.638,45.1,2.98,17.6,,,,,1320.8,562.56,43.32,,,,16.43974,81.70922
27/04/18,7:08:29,,7.84,-62.9,148,35620,39900,28,17810,22.29,11.8,14.636,45.4,3,17.9,,,,,1320.8,562.56,43.32,,,,16.43972,81.70942
27/04/18,7:08:39,,7.85,-63.3,147.1,35620,39890,28,17810,22.29,11.8,14.636,45.5,3.01,17.9,,,,,1364,566.36,50.92,,,,16.43973,81.70959
27/04/18,7:08:49,,7.85,-63.6,146.3,35540,39730,28,17770,22.23,11.8,14.636,45.8,3.03,18.1,,,,,1364,566.36,50.92,,,,16.43977,81.70981
27/04/18,7:08:59,,7.85,-63.6,145.6,35520,39730,28,17760,22.22,11.8,14.636,45.7,3.03,18.7,,,,,1462.8,560.8,48.72,,,,16.4398,81.71003
