Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a [mg per m3],CDOM [ppb],Tryptophan [ppb],GPS Lat.,GPS Long.
20/12/19,16:44:44,18.89,8.33,-76.8,89.7,496,439,2016,248,0.24,0.0,14.642,125.3,11.59,41.7,,, ,,3988,14804,134.88,,,,25.28962,83.00687
20/12/19,16:44:54,18.88,8.32,-76.2,89.2,496,439,2016,248,0.24,0.0,14.641,125.2,11.58,41.5,,, ,,3830.4,14316,145.56,,,,25.28962,83.00687
20/12/19,16:45:04,18.87,8.32,-76.7,87.9,494,437,2024,247,0.24,0.0,14.641,125.4,11.60,40.0,,, ,,4204,14972,144.12,,,,25.28962,83.00688
20/12/19,16:45:14,18.83,8.34,-77.6,86.6,493,435,2028,246,0.24,0.0,14.642,127.2,11.78,40.4,,, ,,3586,15032,133.84,,,,25.28963,83.0069
20/12/19,16:45:24,18.78,8.38,-79.7,84.2,483,426,2070,242,0.23,0.0,14.641,129.3,11.98,38.0,,, ,,3783.6,14632,138.08,,,,25.28964,83.00693
20/12/19,16:45:34,18.73,8.41,-81.7,82.4,478,421,2092,239,0.23,0.0,14.643,131.2,12.17,36.0,,, ,,3685.6,14496,136.28,,,,25.28967,83.00699
20/12/19,16:59:55,18.51,8.62,-93.5,-6.3,431,378,2320,216,0.21,0.0,14.658,143.1,13.35,25.8,,, ,,3537.6,14232,139.28,,,,25.28051,83.01123
20/12/19,17:00:05,18.51,8.62,-93.6,-5.6,432,379,2315,216,0.21,0.0,14.659,143.3,13.37,26.2,,, ,,3661.6,14260,138.24,,,,25.2804,83.01124
20/12/19,17:00:15,18.51,8.62,-93.5,-4.7,432,379,2315,216,0.21,0.0,14.658,143.5,13.39,25.9,,, ,,3938.8,13416,138.92,,,,25.28028,83.01131
20/12/19,17:00:25,18.48,8.61,-93.4,-3.8,432,378,2315,216,0.21,0.0,14.659,143.1,13.37,24.4,,, ,,4001.2,13616,140.08,,,,25.28028,83.01148
20/12/19,17:00:35,18.43,8.61,-92.9,-2.5,431,378,2320,216,0.21,0.0,14.658,142.1,13.28,23.2,,, ,,3863.6,13020,141.2,,,,25.28042,83.01152
